"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","RENEWABLE","TOT","KTOE","A","2021",10847.2829,
"AUT","RENEWABLE","TOT","KTOE","A","1960",1750.2006,
"AUT","RENEWABLE","TOT","KTOE","A","1961",1642.1897,
"AUT","RENEWABLE","TOT","KTOE","A","1962",1685.545,
"AUT","RENEWABLE","TOT","KTOE","A","1963",1733.2951,
"AUT","RENEWABLE","TOT","KTOE","A","1964",1695.0464,
"AUT","RENEWABLE","TOT","KTOE","A","1965",1951.4522,
"AUT","RENEWABLE","TOT","KTOE","A","1966",2154.7626,
"AUT","RENEWABLE","TOT","KTOE","A","1967",2139.0991,
"AUT","RENEWABLE","TOT","KTOE","A","1968",2132.1199,
"AUT","RENEWABLE","TOT","KTOE","A","1969",2000.4776,
"AUT","RENEWABLE","TOT","KTOE","A","1970",2453.1145,
"AUT","RENEWABLE","TOT","KTOE","A","1971",2067.5026,
"AUT","RENEWABLE","TOT","KTOE","A","1972",2087.9909,
"AUT","RENEWABLE","TOT","KTOE","A","1973",2328.9147,
"AUT","RENEWABLE","TOT","KTOE","A","1974",2608.7274,
"AUT","RENEWABLE","TOT","KTOE","A","1975",2724.6059,
"AUT","RENEWABLE","TOT","KTOE","A","1976",2443.9286,
"AUT","RENEWABLE","TOT","KTOE","A","1977",2838.6119,
"AUT","RENEWABLE","TOT","KTOE","A","1978",2948.2182,
"AUT","RENEWABLE","TOT","KTOE","A","1979",3408.3882,
"AUT","RENEWABLE","TOT","KTOE","A","1980",3607.2179,
"AUT","RENEWABLE","TOT","KTOE","A","1981",3878.5995,
"AUT","RENEWABLE","TOT","KTOE","A","1982",4031.327,
"AUT","RENEWABLE","TOT","KTOE","A","1983",4026.2873,
"AUT","RENEWABLE","TOT","KTOE","A","1984",4111.0729,
"AUT","RENEWABLE","TOT","KTOE","A","1985",4443.5226,
"AUT","RENEWABLE","TOT","KTOE","A","1986",4718.7876,
"AUT","RENEWABLE","TOT","KTOE","A","1987",5277.9831,
"AUT","RENEWABLE","TOT","KTOE","A","1988",6233.5101,
"AUT","RENEWABLE","TOT","KTOE","A","1989",5719.8147,
"AUT","RENEWABLE","TOT","KTOE","A","1990",5037.838,
"AUT","RENEWABLE","TOT","KTOE","A","1991",5247.6512,
"AUT","RENEWABLE","TOT","KTOE","A","1992",5489.3834,
"AUT","RENEWABLE","TOT","KTOE","A","1993",5780.455,
"AUT","RENEWABLE","TOT","KTOE","A","1994",5607.1878,
"AUT","RENEWABLE","TOT","KTOE","A","1995",5890.5964,
"AUT","RENEWABLE","TOT","KTOE","A","1996",5839.2515,
"AUT","RENEWABLE","TOT","KTOE","A","1997",5902.945,
"AUT","RENEWABLE","TOT","KTOE","A","1998",5944.8949,
"AUT","RENEWABLE","TOT","KTOE","A","1999",6644.5155,
"AUT","RENEWABLE","TOT","KTOE","A","2000",6573.7169,
"AUT","RENEWABLE","TOT","KTOE","A","2001",6659.1852,
"AUT","RENEWABLE","TOT","KTOE","A","2002",6482.1603,
"AUT","RENEWABLE","TOT","KTOE","A","2003",6017.1032,
"AUT","RENEWABLE","TOT","KTOE","A","2004",6418.0545,
"AUT","RENEWABLE","TOT","KTOE","A","2005",7096.6441,
"AUT","RENEWABLE","TOT","KTOE","A","2006",7611.7184,
"AUT","RENEWABLE","TOT","KTOE","A","2007",8190.461,
"AUT","RENEWABLE","TOT","KTOE","A","2008",8525.9148,
"AUT","RENEWABLE","TOT","KTOE","A","2009",9010.2129,
"AUT","RENEWABLE","TOT","KTOE","A","2010",9322.759,
"AUT","RENEWABLE","TOT","KTOE","A","2011",8884.3076,
"AUT","RENEWABLE","TOT","KTOE","A","2012",10090.2631,
"AUT","RENEWABLE","TOT","KTOE","A","2013",10020.1832,
"AUT","RENEWABLE","TOT","KTOE","A","2014",9834.3936,
"AUT","RENEWABLE","TOT","KTOE","A","2015",9790.2166,
"AUT","RENEWABLE","TOT","KTOE","A","2016",10063.7748,
"AUT","RENEWABLE","TOT","KTOE","A","2017",10081.3963,
"AUT","RENEWABLE","TOT","KTOE","A","2018",9671.8502,
"AUT","RENEWABLE","TOT","KTOE","A","2019",10053.7982,
"AUT","RENEWABLE","TOT","KTOE","A","2020",10092.8708,
"AUT","RENEWABLE","TOT","KTOE","A","2021",10228.9282,
"BEL","RENEWABLE","TOT","KTOE","A","1960",14.7893,
"BEL","RENEWABLE","TOT","KTOE","A","1961",16.2511,
"BEL","RENEWABLE","TOT","KTOE","A","1962",14.0155,
"BEL","RENEWABLE","TOT","KTOE","A","1963",12.3818,
"BEL","RENEWABLE","TOT","KTOE","A","1964",9.8882,
"BEL","RENEWABLE","TOT","KTOE","A","1965",23.3878,
"BEL","RENEWABLE","TOT","KTOE","A","1966",25.7094,
"BEL","RENEWABLE","TOT","KTOE","A","1967",20.4643,
"BEL","RENEWABLE","TOT","KTOE","A","1968",20.9802,
"BEL","RENEWABLE","TOT","KTOE","A","1969",19.7764,
"BEL","RENEWABLE","TOT","KTOE","A","1970",21.1522,
"BEL","RENEWABLE","TOT","KTOE","A","1971",11.5219,
"BEL","RENEWABLE","TOT","KTOE","A","1972",15.4772,
"BEL","RENEWABLE","TOT","KTOE","A","1973",23.3257,
"BEL","RENEWABLE","TOT","KTOE","A","1974",37.1644,
"BEL","RENEWABLE","TOT","KTOE","A","1975",34.8429,
"BEL","RENEWABLE","TOT","KTOE","A","1976",27.3813,
"BEL","RENEWABLE","TOT","KTOE","A","1977",62.3722,
"BEL","RENEWABLE","TOT","KTOE","A","1978",86.1947,
"BEL","RENEWABLE","TOT","KTOE","A","1979",92.7057,
"BEL","RENEWABLE","TOT","KTOE","A","1980",81.2984,
"BEL","RENEWABLE","TOT","KTOE","A","1981",88.7695,
"BEL","RENEWABLE","TOT","KTOE","A","1982",37.1357,
"BEL","RENEWABLE","TOT","KTOE","A","1983",39.9255,
"BEL","RENEWABLE","TOT","KTOE","A","1984",42.8395,
"BEL","RENEWABLE","TOT","KTOE","A","1985",50.2341,
"BEL","RENEWABLE","TOT","KTOE","A","1986",76.2826,
"BEL","RENEWABLE","TOT","KTOE","A","1987",92.1706,
"BEL","RENEWABLE","TOT","KTOE","A","1988",98.1227,
"BEL","RENEWABLE","TOT","KTOE","A","1989",287.7424,
"BEL","RENEWABLE","TOT","KTOE","A","1990",481.1743,
"BEL","RENEWABLE","TOT","KTOE","A","1991",486.8444,
"BEL","RENEWABLE","TOT","KTOE","A","1992",482.7314,
"BEL","RENEWABLE","TOT","KTOE","A","1993",408.6463,
"BEL","RENEWABLE","TOT","KTOE","A","1994",405.3692,
"BEL","RENEWABLE","TOT","KTOE","A","1995",527.9976,
"BEL","RENEWABLE","TOT","KTOE","A","1996",527.1138,
"BEL","RENEWABLE","TOT","KTOE","A","1997",518.8881,
"BEL","RENEWABLE","TOT","KTOE","A","1998",570.1012,
"BEL","RENEWABLE","TOT","KTOE","A","1999",606.2482,
"BEL","RENEWABLE","TOT","KTOE","A","2000",638.0195,
"BEL","RENEWABLE","TOT","KTOE","A","2001",703.7068,
"BEL","RENEWABLE","TOT","KTOE","A","2002",711.5984,
"BEL","RENEWABLE","TOT","KTOE","A","2003",867.2973,
"BEL","RENEWABLE","TOT","KTOE","A","2004",965.845,
"BEL","RENEWABLE","TOT","KTOE","A","2005",1155.7664,
"BEL","RENEWABLE","TOT","KTOE","A","2006",1364.651,
"BEL","RENEWABLE","TOT","KTOE","A","2007",1590.6964,
"BEL","RENEWABLE","TOT","KTOE","A","2008",1910.2585,
"BEL","RENEWABLE","TOT","KTOE","A","2009",2268.1999,
"BEL","RENEWABLE","TOT","KTOE","A","2010",2954.7907,
"BEL","RENEWABLE","TOT","KTOE","A","2011",2968.1455,
"BEL","RENEWABLE","TOT","KTOE","A","2012",3366.6246,
"BEL","RENEWABLE","TOT","KTOE","A","2013",3586.3461,
"BEL","RENEWABLE","TOT","KTOE","A","2014",3421.0735,
"BEL","RENEWABLE","TOT","KTOE","A","2015",3693.2154,
"BEL","RENEWABLE","TOT","KTOE","A","2016",3907.7881,
"BEL","RENEWABLE","TOT","KTOE","A","2017",4061.866,
"BEL","RENEWABLE","TOT","KTOE","A","2018",4153.2797,
"BEL","RENEWABLE","TOT","KTOE","A","2019",4269.3095,
"BEL","RENEWABLE","TOT","KTOE","A","2020",4763.7984,
"BEL","RENEWABLE","TOT","KTOE","A","2021",4923.8324,
"CAN","RENEWABLE","TOT","KTOE","A","1960",13239.5673,
"CAN","RENEWABLE","TOT","KTOE","A","1961",13101.629,
"CAN","RENEWABLE","TOT","KTOE","A","1962",13095.5049,
"CAN","RENEWABLE","TOT","KTOE","A","1963",13083.8302,
"CAN","RENEWABLE","TOT","KTOE","A","1964",13865.1285,
"CAN","RENEWABLE","TOT","KTOE","A","1965",13955.8804,
"CAN","RENEWABLE","TOT","KTOE","A","1966",15207.6765,
"CAN","RENEWABLE","TOT","KTOE","A","1967",16053.2005,
"CAN","RENEWABLE","TOT","KTOE","A","1968",17066.2797,
"CAN","RENEWABLE","TOT","KTOE","A","1969",18875.3415,
"CAN","RENEWABLE","TOT","KTOE","A","1970",21115.7734,
"CAN","RENEWABLE","TOT","KTOE","A","1971",21594.2868,
"CAN","RENEWABLE","TOT","KTOE","A","1972",23225.9816,
"CAN","RENEWABLE","TOT","KTOE","A","1973",24552.8662,
"CAN","RENEWABLE","TOT","KTOE","A","1974",25843.1547,
"CAN","RENEWABLE","TOT","KTOE","A","1975",23631.819,
"CAN","RENEWABLE","TOT","KTOE","A","1976",24616.232,
"CAN","RENEWABLE","TOT","KTOE","A","1977",25326.3399,
"CAN","RENEWABLE","TOT","KTOE","A","1978",27153.2769,
"CAN","RENEWABLE","TOT","KTOE","A","1979",28101.9777,
"CAN","RENEWABLE","TOT","KTOE","A","1980",29243.3792,
"CAN","RENEWABLE","TOT","KTOE","A","1981",30160.4566,
"CAN","RENEWABLE","TOT","KTOE","A","1982",29373.8894,
"CAN","RENEWABLE","TOT","KTOE","A","1983",30820.3449,
"CAN","RENEWABLE","TOT","KTOE","A","1984",32576.2301,
"CAN","RENEWABLE","TOT","KTOE","A","1985",34587.1978,
"CAN","RENEWABLE","TOT","KTOE","A","1986",35574.4674,
"CAN","RENEWABLE","TOT","KTOE","A","1987",36145.4811,
"CAN","RENEWABLE","TOT","KTOE","A","1988",35364.6031,
"CAN","RENEWABLE","TOT","KTOE","A","1989",33663.0505,
"CAN","RENEWABLE","TOT","KTOE","A","1990",36327.1901,
"CAN","RENEWABLE","TOT","KTOE","A","1991",37303.5396,
"CAN","RENEWABLE","TOT","KTOE","A","1992",38080.042,
"CAN","RENEWABLE","TOT","KTOE","A","1993",38745.142,
"CAN","RENEWABLE","TOT","KTOE","A","1994",40750.4873,
"CAN","RENEWABLE","TOT","KTOE","A","1995",41661.8992,
"CAN","RENEWABLE","TOT","KTOE","A","1996",42689.6723,
"CAN","RENEWABLE","TOT","KTOE","A","1997",42317.5313,
"CAN","RENEWABLE","TOT","KTOE","A","1998",41410.1652,
"CAN","RENEWABLE","TOT","KTOE","A","1999",43270.7032,
"CAN","RENEWABLE","TOT","KTOE","A","2000",44581.9242,
"CAN","RENEWABLE","TOT","KTOE","A","2001",41478.1123,
"CAN","RENEWABLE","TOT","KTOE","A","2002",44148.2756,
"CAN","RENEWABLE","TOT","KTOE","A","2003",42822.6425,
"CAN","RENEWABLE","TOT","KTOE","A","2004",44200.0572,
"CAN","RENEWABLE","TOT","KTOE","A","2005",44052.3741,
"CAN","RENEWABLE","TOT","KTOE","A","2006",42792.8394,
"CAN","RENEWABLE","TOT","KTOE","A","2007",44743.3315,
"CAN","RENEWABLE","TOT","KTOE","A","2008",44764.1957,
"CAN","RENEWABLE","TOT","KTOE","A","2009",43985.7226,
"CAN","RENEWABLE","TOT","KTOE","A","2010",42556.8494,
"CAN","RENEWABLE","TOT","KTOE","A","2011",45113.6208,
"CAN","RENEWABLE","TOT","KTOE","A","2012",45673.1226,
"CAN","RENEWABLE","TOT","KTOE","A","2013",48248.3527,
"CAN","RENEWABLE","TOT","KTOE","A","2014",48075.4467,
"CAN","RENEWABLE","TOT","KTOE","A","2015",47850.473,
"CAN","RENEWABLE","TOT","KTOE","A","2016",48748.3185,
"CAN","RENEWABLE","TOT","KTOE","A","2017",50267.7893,
"CAN","RENEWABLE","TOT","KTOE","A","2018",49913.8866,
"CAN","RENEWABLE","TOT","KTOE","A","2019",49573.1873,
"CAN","RENEWABLE","TOT","KTOE","A","2020",49060.2339,
"CAN","RENEWABLE","TOT","KTOE","A","2021",46727.1931,
"CZE","RENEWABLE","TOT","KTOE","A","1960",,"L"
"CZE","RENEWABLE","TOT","KTOE","A","1961",,"L"
"CZE","RENEWABLE","TOT","KTOE","A","1962",,"L"
"CZE","RENEWABLE","TOT","KTOE","A","1963",,"L"
"CZE","RENEWABLE","TOT","KTOE","A","1964",,"L"
"CZE","RENEWABLE","TOT","KTOE","A","1965",,"L"
"CZE","RENEWABLE","TOT","KTOE","A","1966",,"L"
"CZE","RENEWABLE","TOT","KTOE","A","1967",,"L"
"CZE","RENEWABLE","TOT","KTOE","A","1968",,"L"
"CZE","RENEWABLE","TOT","KTOE","A","1969",,"L"
"CZE","RENEWABLE","TOT","KTOE","A","1970",,"L"
"CZE","RENEWABLE","TOT","KTOE","A","1971",103.8693,
"CZE","RENEWABLE","TOT","KTOE","A","1972",108.6844,
"CZE","RENEWABLE","TOT","KTOE","A","1973",92.9493,
"CZE","RENEWABLE","TOT","KTOE","A","1974",156.4058,
"CZE","RENEWABLE","TOT","KTOE","A","1975",155.9759,
"CZE","RENEWABLE","TOT","KTOE","A","1976",124.3336,
"CZE","RENEWABLE","TOT","KTOE","A","1977",169.1316,
"CZE","RENEWABLE","TOT","KTOE","A","1978",157.3517,
"CZE","RENEWABLE","TOT","KTOE","A","1979",197.1625,
"CZE","RENEWABLE","TOT","KTOE","A","1980",206.2769,
"CZE","RENEWABLE","TOT","KTOE","A","1981",177.2141,
"CZE","RENEWABLE","TOT","KTOE","A","1982",143.5942,
"CZE","RENEWABLE","TOT","KTOE","A","1983",142.3044,
"CZE","RENEWABLE","TOT","KTOE","A","1984",111.6079,
"CZE","RENEWABLE","TOT","KTOE","A","1985",143.6801,
"CZE","RENEWABLE","TOT","KTOE","A","1986",161.307,
"CZE","RENEWABLE","TOT","KTOE","A","1987",211.9518,
"CZE","RENEWABLE","TOT","KTOE","A","1988",180.4815,
"CZE","RENEWABLE","TOT","KTOE","A","1989",141.2726,
"CZE","RENEWABLE","TOT","KTOE","A","1990",1140.6706,
"CZE","RENEWABLE","TOT","KTOE","A","1991",1144.2964,
"CZE","RENEWABLE","TOT","KTOE","A","1992",1673.7652,
"CZE","RENEWABLE","TOT","KTOE","A","1993",1644.2964,
"CZE","RENEWABLE","TOT","KTOE","A","1994",1585.7217,
"CZE","RENEWABLE","TOT","KTOE","A","1995",1431.7187,
"CZE","RENEWABLE","TOT","KTOE","A","1996",1428.8095,
"CZE","RENEWABLE","TOT","KTOE","A","1997",1562.4438,
"CZE","RENEWABLE","TOT","KTOE","A","1998",1591.3489,
"CZE","RENEWABLE","TOT","KTOE","A","1999",1679.722,
"CZE","RENEWABLE","TOT","KTOE","A","2000",1614.6317,
"CZE","RENEWABLE","TOT","KTOE","A","2001",1740.7185,
"CZE","RENEWABLE","TOT","KTOE","A","2002",1955.1782,
"CZE","RENEWABLE","TOT","KTOE","A","2003",1832.3493,
"CZE","RENEWABLE","TOT","KTOE","A","2004",2013.9104,
"CZE","RENEWABLE","TOT","KTOE","A","2005",2087.217,
"CZE","RENEWABLE","TOT","KTOE","A","2006",2213.0681,
"CZE","RENEWABLE","TOT","KTOE","A","2007",2319.8887,
"CZE","RENEWABLE","TOT","KTOE","A","2008",2518.5122,
"CZE","RENEWABLE","TOT","KTOE","A","2009",2842.6745,
"CZE","RENEWABLE","TOT","KTOE","A","2010",3129.7195,
"CZE","RENEWABLE","TOT","KTOE","A","2011",3439.9081,
"CZE","RENEWABLE","TOT","KTOE","A","2012",3687.0726,
"CZE","RENEWABLE","TOT","KTOE","A","2013",4048.5924,
"CZE","RENEWABLE","TOT","KTOE","A","2014",4174.3115,
"CZE","RENEWABLE","TOT","KTOE","A","2015",4276.9181,
"CZE","RENEWABLE","TOT","KTOE","A","2016",4308.1485,
"CZE","RENEWABLE","TOT","KTOE","A","2017",4392.9201,
"CZE","RENEWABLE","TOT","KTOE","A","2018",4394.1934,
"CZE","RENEWABLE","TOT","KTOE","A","2019",4710.3235,
"CZE","RENEWABLE","TOT","KTOE","A","2020",4889.578,
"CZE","RENEWABLE","TOT","KTOE","A","2021",5093.014,
"DNK","RENEWABLE","TOT","KTOE","A","1960",2.1496,
"DNK","RENEWABLE","TOT","KTOE","A","1961",2.2356,
"DNK","RENEWABLE","TOT","KTOE","A","1962",2.2356,
"DNK","RENEWABLE","TOT","KTOE","A","1963",2.1496,
"DNK","RENEWABLE","TOT","KTOE","A","1964",2.1496,
"DNK","RENEWABLE","TOT","KTOE","A","1965",2.1496,
"DNK","RENEWABLE","TOT","KTOE","A","1966",2.2356,
"DNK","RENEWABLE","TOT","KTOE","A","1967",2.1496,
"DNK","RENEWABLE","TOT","KTOE","A","1968",1.8057,
"DNK","RENEWABLE","TOT","KTOE","A","1969",1.8917,
"DNK","RENEWABLE","TOT","KTOE","A","1970",319.7287,
"DNK","RENEWABLE","TOT","KTOE","A","1971",329.2825,
"DNK","RENEWABLE","TOT","KTOE","A","1972",307.4758,
"DNK","RENEWABLE","TOT","KTOE","A","1973",307.4758,
"DNK","RENEWABLE","TOT","KTOE","A","1974",307.4758,
"DNK","RENEWABLE","TOT","KTOE","A","1975",321.2333,
"DNK","RENEWABLE","TOT","KTOE","A","1976",339.314,
"DNK","RENEWABLE","TOT","KTOE","A","1977",340.2646,
"DNK","RENEWABLE","TOT","KTOE","A","1978",377.2475,
"DNK","RENEWABLE","TOT","KTOE","A","1979",469.3226,
"DNK","RENEWABLE","TOT","KTOE","A","1980",586.3571,
"DNK","RENEWABLE","TOT","KTOE","A","1981",704.9154,
"DNK","RENEWABLE","TOT","KTOE","A","1982",758.4791,
"DNK","RENEWABLE","TOT","KTOE","A","1983",793.9143,
"DNK","RENEWABLE","TOT","KTOE","A","1984",833.9257,
"DNK","RENEWABLE","TOT","KTOE","A","1985",858.6176,
"DNK","RENEWABLE","TOT","KTOE","A","1986",933.1948,
"DNK","RENEWABLE","TOT","KTOE","A","1987",1067.2542,
"DNK","RENEWABLE","TOT","KTOE","A","1988",1076.8606,
"DNK","RENEWABLE","TOT","KTOE","A","1989",1091.2296,
"DNK","RENEWABLE","TOT","KTOE","A","1990",1031.6424,
"DNK","RENEWABLE","TOT","KTOE","A","1991",1125.7046,
"DNK","RENEWABLE","TOT","KTOE","A","1992",1192.3378,
"DNK","RENEWABLE","TOT","KTOE","A","1993",1245.9922,
"DNK","RENEWABLE","TOT","KTOE","A","1994",1241.42,
"DNK","RENEWABLE","TOT","KTOE","A","1995",1298.2568,
"DNK","RENEWABLE","TOT","KTOE","A","1996",1374.3518,
"DNK","RENEWABLE","TOT","KTOE","A","1997",1477.9406,
"DNK","RENEWABLE","TOT","KTOE","A","1998",1546.9255,
"DNK","RENEWABLE","TOT","KTOE","A","1999",1628.2236,
"DNK","RENEWABLE","TOT","KTOE","A","2000",1797.0189,
"DNK","RENEWABLE","TOT","KTOE","A","2001",1952.3681,
"DNK","RENEWABLE","TOT","KTOE","A","2002",2093.4358,
"DNK","RENEWABLE","TOT","KTOE","A","2003",2412.3254,
"DNK","RENEWABLE","TOT","KTOE","A","2004",2667.26,
"DNK","RENEWABLE","TOT","KTOE","A","2005",2839.92,
"DNK","RENEWABLE","TOT","KTOE","A","2006",2889.2783,
"DNK","RENEWABLE","TOT","KTOE","A","2007",3205.5531,
"DNK","RENEWABLE","TOT","KTOE","A","2008",3247.6181,
"DNK","RENEWABLE","TOT","KTOE","A","2009",3300.3216,
"DNK","RENEWABLE","TOT","KTOE","A","2010",3875.9828,
"DNK","RENEWABLE","TOT","KTOE","A","2011",3983.1238,
"DNK","RENEWABLE","TOT","KTOE","A","2012",4143.078,
"DNK","RENEWABLE","TOT","KTOE","A","2013",4279.7393,
"DNK","RENEWABLE","TOT","KTOE","A","2014",4482.1319,
"DNK","RENEWABLE","TOT","KTOE","A","2015",4756.0494,
"DNK","RENEWABLE","TOT","KTOE","A","2016",4945.6627,
"DNK","RENEWABLE","TOT","KTOE","A","2017",5508.7521,
"DNK","RENEWABLE","TOT","KTOE","A","2018",5439.2889,
"DNK","RENEWABLE","TOT","KTOE","A","2019",5694.837,
"DNK","RENEWABLE","TOT","KTOE","A","2020",5863.0845,
"DNK","RENEWABLE","TOT","KTOE","A","2021",6823.8937,
"FIN","RENEWABLE","TOT","KTOE","A","1960",5263.6477,
"FIN","RENEWABLE","TOT","KTOE","A","1961",5472.5518,
"FIN","RENEWABLE","TOT","KTOE","A","1962",5534.8715,
"FIN","RENEWABLE","TOT","KTOE","A","1963",5367.2924,
"FIN","RENEWABLE","TOT","KTOE","A","1964",5363.6811,
"FIN","RENEWABLE","TOT","KTOE","A","1965",5421.2143,
"FIN","RENEWABLE","TOT","KTOE","A","1966",5443.7183,
"FIN","RENEWABLE","TOT","KTOE","A","1967",5403.1336,
"FIN","RENEWABLE","TOT","KTOE","A","1968",5185.0913,
"FIN","RENEWABLE","TOT","KTOE","A","1969",5013.041,
"FIN","RENEWABLE","TOT","KTOE","A","1970",4975.0597,
"FIN","RENEWABLE","TOT","KTOE","A","1971",4962.7687,
"FIN","RENEWABLE","TOT","KTOE","A","1972",4854.5142,
"FIN","RENEWABLE","TOT","KTOE","A","1973",4846.3505,
"FIN","RENEWABLE","TOT","KTOE","A","1974",4944.1005,
"FIN","RENEWABLE","TOT","KTOE","A","1975",4215.8737,
"FIN","RENEWABLE","TOT","KTOE","A","1976",3977.0469,
"FIN","RENEWABLE","TOT","KTOE","A","1977",4125.3702,
"FIN","RENEWABLE","TOT","KTOE","A","1978",4063.3228,
"FIN","RENEWABLE","TOT","KTOE","A","1979",4340.9764,
"FIN","RENEWABLE","TOT","KTOE","A","1980",4342.4955,
"FIN","RENEWABLE","TOT","KTOE","A","1981",4750.4013,
"FIN","RENEWABLE","TOT","KTOE","A","1982",4518.9596,
"FIN","RENEWABLE","TOT","KTOE","A","1983",4904.0412,
"FIN","RENEWABLE","TOT","KTOE","A","1984",5152.3742,
"FIN","RENEWABLE","TOT","KTOE","A","1985",4778.3224,
"FIN","RENEWABLE","TOT","KTOE","A","1986",4805.7802,
"FIN","RENEWABLE","TOT","KTOE","A","1987",5155.2737,
"FIN","RENEWABLE","TOT","KTOE","A","1988",5081.6518,
"FIN","RENEWABLE","TOT","KTOE","A","1989",5371.6059,
"FIN","RENEWABLE","TOT","KTOE","A","1990",5490.1692,
"FIN","RENEWABLE","TOT","KTOE","A","1991",5316.9198,
"FIN","RENEWABLE","TOT","KTOE","A","1992",5380.8399,
"FIN","RENEWABLE","TOT","KTOE","A","1993",5652.7563,
"FIN","RENEWABLE","TOT","KTOE","A","1994",5796.8138,
"FIN","RENEWABLE","TOT","KTOE","A","1995",6128.1217,
"FIN","RENEWABLE","TOT","KTOE","A","1996",6162.205,
"FIN","RENEWABLE","TOT","KTOE","A","1997",6744.6499,
"FIN","RENEWABLE","TOT","KTOE","A","1998",7246.8474,
"FIN","RENEWABLE","TOT","KTOE","A","1999",7255.6367,
"FIN","RENEWABLE","TOT","KTOE","A","2000",7750.7644,
