Entity,Code,Year,Low-carbon energy (TWh growth - equivalent),Renewables (TWh growth - equivalent),Fossil fuels (TWh growth),Nuclear (TWh growth - equivalent)
Africa,,1966,4.7441063,4.7441063,28.976013,0
Africa,,1967,2.012619,2.012619,5.683838,0
Africa,,1968,8.124931,8.124931,34.439148,0
Africa,,1969,9.35162,9.35162,12.656067,0
Africa,,1970,16.350792,16.350792,53.99176,0
Africa,,1971,-4.258049,-4.258049,64.93353,0
Africa,,1972,10.706924,10.706924,44.571045,0
Africa,,1973,5.079834,5.079834,78.62787,0
Africa,,1974,12.794197,12.794197,39.78241,0
Africa,,1975,6.054901,6.054901,63.15918,0
Africa,,1976,12.105011,12.105011,93.51245,0
Africa,,1977,12.228485,12.228485,60.46289,0
Africa,,1978,1.1374054,1.1374054,52.26758,0
Africa,,1979,9.6539,9.6539,119.66199,0
Africa,,1980,-3.687271,-3.687271,120.6814,0
Africa,,1981,5.5975647,5.5975647,200.4419,0
Africa,,1982,0.09687805,0.09687805,124.98486,0
Africa,,1983,-14.68309,-14.68309,75.93701,0
Africa,,1984,8.911026,-2.2262268,55.479126,11.137245
Africa,,1985,18.72168,14.777542,68.54785,3.9441462
Africa,,1986,16.025818,6.1285553,34.119873,9.897252
Africa,,1987,-13.656601,-6.176895,86.552246,-7.4796886
Africa,,1988,25.601593,13.326492,141.10083,12.275087
Africa,,1989,9.623657,7.9041443,-3.8552246,1.7195358
Africa,,1990,-4.0558014,3.4635925,87.70825,-7.519415
Africa,,1991,12.077805,10.105728,-14.623535,1.9720726
Africa,,1992,-7.7394867,-8.148087,46.52295,0.40860367
Africa,,1993,-8.940765,-3.1720886,13.808594,-5.768669
Africa,,1994,9.316666,2.3874664,83.72583,6.9292107
Africa,,1995,11.519714,6.9683228,102.33594,4.5513725
Africa,,1996,9.6436615,8.298676,62.894775,1.344986
Africa,,1997,7.4365387,4.9622345,52.37671,2.4743118
Africa,,1998,12.0173645,9.310379,34.116455,2.7069855
Africa,,1999,9.735306,11.903168,84.706055,-2.1678581
Africa,,2000,16.322525,15.831619,56.348877,0.4908905
Africa,,2001,9.244141,15.942398,102.28735,-6.6982517
Africa,,2002,13.920807,10.552994,40.966797,3.367796
Africa,,2003,-5.877594,-7.5324097,169.17651,1.6548462
Africa,,2004,15.288422,13.57135,235.3706,1.7170639
Africa,,2005,-2.777008,3.1514587,13.032715,-5.9284706
Africa,,2006,6.4907837,10.14447,69.48291,-3.653675
Africa,,2007,9.084564,5.7526855,135.18774,3.331871
Africa,,2008,8.890137,4.53183,234.29419,4.3582993
Africa,,2009,6.4165955,7.1636963,62.10083,-0.7470665
Africa,,2010,25.366272,23.656433,108.947754,1.7097931
Africa,,2011,6.3094482,8.183624,30.21045,-1.8741798
Africa,,2012,1.3164978,1.3513489,170.09033,-0.034832
Africa,,2013,21.844513,19.072357,109.260254,2.772152
Africa,,2014,23.975922,25.007935,108.11182,-1.03199
Africa,,2015,2.22229,6.4592896,114.083984,-4.236994
Africa,,2016,8.772003,1.7945251,124.16553,6.9774723
Africa,,2017,30.046814,32.401154,99.19238,-2.3543396
Africa,,2018,26.155212,33.00113,97.75098,-6.8459225
Africa,,2019,35.966034,30.975006,78.430176,4.9910107
Africa,,2020,30.29898,29.534485,-338.15674,0.7644806
Africa,,2021,16.869934,25.850403,291.17188,-8.980434
Africa (BP),,1966,4.7440987,4.7440987,28.976013,0
Africa (BP),,1967,2.0126266,2.0126266,5.683838,0
Africa (BP),,1968,8.1249275,8.1249275,34.43921,0
Africa (BP),,1969,9.351624,9.351624,12.656067,0
Africa (BP),,1970,16.350792,16.350792,53.9917,0
Africa (BP),,1971,-4.258049,-4.258049,64.93353,0
Africa (BP),,1972,10.706924,10.706924,44.571045,0
Africa (BP),,1973,5.0798416,5.0798416,78.62787,0
Africa (BP),,1974,12.794189,12.794189,39.78241,0
Africa (BP),,1975,6.054901,6.054901,63.15918,0
Africa (BP),,1976,12.105011,12.105011,93.51245,0
Africa (BP),,1977,12.228485,12.228485,60.46289,0
Africa (BP),,1978,1.1374054,1.1374054,52.26758,0
Africa (BP),,1979,9.6539,9.6539,119.66199,0
Africa (BP),,1980,-3.687271,-3.687271,120.6814,0
Africa (BP),,1981,5.5975647,5.5975647,200.44202,0
Africa (BP),,1982,0.09687805,0.09687805,124.98474,0
Africa (BP),,1983,-14.68309,-14.68309,75.93689,0
Africa (BP),,1984,8.911026,-2.2262268,55.479248,11.137245
Africa (BP),,1985,18.72168,14.777542,68.54785,3.9441462
Africa (BP),,1986,16.025818,6.1285553,34.119873,9.897252
Africa (BP),,1987,-13.656601,-6.176895,86.552246,-7.4796886
Africa (BP),,1988,25.601578,13.326477,141.10083,12.275087
Africa (BP),,1989,9.6236725,7.9041595,-3.8552246,1.7195358
Africa (BP),,1990,-4.0558014,3.4635925,87.70825,-7.519415
Africa (BP),,1991,12.07782,10.105743,-14.623779,1.9720726
Africa (BP),,1992,-7.739502,-8.148102,46.523193,0.40860367
Africa (BP),,1993,-8.940765,-3.1720886,13.808594,-5.768669
Africa (BP),,1994,9.316666,2.3874664,83.72583,6.9292107
Africa (BP),,1995,11.51973,6.968338,102.33594,4.5513725
Africa (BP),,1996,9.643646,8.29866,62.894775,1.344986
Africa (BP),,1997,7.436554,4.9622498,52.376465,2.4743118
Africa (BP),,1998,12.017349,9.310364,34.1167,2.7069855
Africa (BP),,1999,9.735306,11.903168,84.706055,-2.1678581
Africa (BP),,2000,16.322525,15.831619,56.348877,0.4908905
Africa (BP),,2001,9.24411,15.942383,102.28735,-6.6982517
Africa (BP),,2002,14.411713,11.043884,40.966797,3.367796
Africa (BP),,2003,-5.8270874,-7.4819183,169.17676,1.6548462
Africa (BP),,2004,15.383789,13.666733,235.3706,1.7170639
Africa (BP),,2005,-3.170868,2.7575989,13.032715,-5.9284706
Africa (BP),,2006,6.320221,9.973877,69.482666,-3.653675
Africa (BP),,2007,9.803436,6.471588,135.1875,3.331871
Africa (BP),,2008,8.709015,4.3507385,234.29419,4.3582993
Africa (BP),,2009,6.14682,6.89386,62.101074,-0.7470665
Africa (BP),,2010,25.236755,23.526947,108.947754,1.7097931
Africa (BP),,2011,6.6033325,8.477539,30.21045,-1.8741798
Africa (BP),,2012,1.4185486,1.4533997,170.08984,-0.034832
Africa (BP),,2013,21.826416,19.0542,109.26074,2.772152
Africa (BP),,2014,23.95578,24.987823,108.11182,-1.03199
Africa (BP),,2015,2.3682861,6.605255,114.083984,-4.236994
Africa (BP),,2016,8.696381,1.7189026,124.16553,6.9774723
Africa (BP),,2017,30.03659,32.39096,99.19238,-2.3543396
Africa (BP),,2018,26.504822,33.35074,97.75098,-6.8459225
Africa (BP),,2019,35.831543,30.840515,78.430176,4.9910107
Africa (BP),,2020,30.492706,29.728271,-338.15674,0.7644806
Africa (BP),,2021,16.893433,25.87384,291.17188,-8.980434
Algeria,DZA,1966,-0.13306463,-0.13306463,5.132944,0
Algeria,DZA,1967,0.16263437,0.16263437,-1.747757,0
Algeria,DZA,1968,0.45241952,0.45241952,1.6451645,0
Algeria,DZA,1969,-0.597312,-0.597312,3.7915154,0
Algeria,DZA,1970,0.64758086,0.64758086,2.5721283,0
Algeria,DZA,1971,-0.73924756,-0.73924756,3.713192,0
Algeria,DZA,1972,0.48790336,0.48790336,4.427101,0
Algeria,DZA,1973,0.759946,0.759946,7.842884,0
Algeria,DZA,1974,-0.75403214,-0.75403214,6.412285,0
Algeria,DZA,1975,-0.49973106,-0.49973106,11.96048,0
Algeria,DZA,1976,0.18037629,0.18037629,11.552055,0
Algeria,DZA,1977,-0.3548388,-0.3548388,8.465332,0
Algeria,DZA,1978,-0.056182742,-0.056182742,23.205048,0
Algeria,DZA,1979,0.12123662,0.12123662,35.057495,0
Algeria,DZA,1980,-0.10053784,-0.10053784,28.703278,0
Algeria,DZA,1981,0.32231206,0.32231206,37.720917,0
Algeria,DZA,1982,0.3341397,0.3341397,32.591797,0
Algeria,DZA,1983,-0.72150534,-0.72150534,23.57605,0
Algeria,DZA,1984,0.6416666,0.6416666,-11.41214,0
Algeria,DZA,1985,0.57365596,0.57365596,1.5267334,0
Algeria,DZA,1986,-1.1709678,-1.1709678,16.36493,0
Algeria,DZA,1987,0.7362903,0.7362903,6.941284,0
Algeria,DZA,1988,-0.93440837,-0.93440837,21.18811,0
Algeria,DZA,1989,0.12715024,0.12715024,-8.480682,0
Algeria,DZA,1990,-0.26908582,-0.26908582,18.17453,0
Algeria,DZA,1991,0.46720415,0.46720415,-3.3458557,0
Algeria,DZA,1992,-0.2779569,-0.2779569,8.4097595,0
Algeria,DZA,1993,0.45537633,0.45537633,-22.687286,0
Algeria,DZA,1994,-0.5529569,-0.5529569,4.4790955,0
Algeria,DZA,1995,0.079838574,0.079838574,11.14389,0
Algeria,DZA,1996,-0.17150527,-0.17150527,-3.0486145,0
Algeria,DZA,1997,-0.17741942,-0.17741942,-11.887512,0
Algeria,DZA,1998,0.41397864,0.41397864,10.075226,0
Algeria,DZA,1999,-0.035483897,-0.035483897,3.120697,0
Algeria,DZA,2000,-0.4405914,-0.4405914,-11.047974,0
Algeria,DZA,2001,0.043029994,0.043029994,10.82428,0
Algeria,DZA,2002,-0.03633389,-0.03633389,11.17392,0
Algeria,DZA,2003,0.60215914,0.60215914,14.369415,0
Algeria,DZA,2004,-0.045238018,-0.045238018,12.90094,0
Algeria,DZA,2005,0.8667588,0.8667588,15.626953,0
Algeria,DZA,2006,-0.97089356,-0.97089356,13.919434,0
Algeria,DZA,2007,0.019882262,0.019882262,20.39981,0
Algeria,DZA,2008,0.1562041,0.1562041,23.760956,0
Algeria,DZA,2009,0.15986115,0.15986115,25.142548,0
Algeria,DZA,2010,-0.44968224,-0.44968224,-9.414764,0
Algeria,DZA,2011,0.5873293,0.5873293,24.906067,0
Algeria,DZA,2012,0.047130942,0.047130942,43.136475,0
Algeria,DZA,2013,-0.79212224,-0.79212224,30.097046,0
Algeria,DZA,2014,0.34034666,0.34034666,48.296143,0
Algeria,DZA,2015,-0.09026998,-0.09026998,31.995117,0
Algeria,DZA,2016,0.3017838,0.3017838,-0.8240967,0
Algeria,DZA,2017,0.64126307,0.64126307,6.157593,0
Algeria,DZA,2018,0.390481,0.390481,47.17633,0
Algeria,DZA,2019,0.116784096,0.116784096,23.406494,0
Algeria,DZA,2020,-0.098657966,-0.098657966,-40.37262,0
Algeria,DZA,2021,-0.1602149,-0.1602149,30.33081,
Argentina,ARG,1966,0.04676175,0.04676175,10.599274,0
Argentina,ARG,1967,0.08802223,0.08802223,9.768097,0
Argentina,ARG,1968,0.6711676,0.6711676,11.137665,0
Argentina,ARG,1969,-0.45661402,-0.45661402,12.524292,0
Argentina,ARG,1970,0.81195116,0.81195116,-20.236542,0
Argentina,ARG,1971,-0.023690224,-0.023690224,21.278992,0
Argentina,ARG,1972,-0.07425022,-0.07425022,4.7805176,0
Argentina,ARG,1973,4.3688,4.3688,12.69455,0
Argentina,ARG,1974,8.848761,5.909095,6.90448,2.9396656
Argentina,ARG,1975,4.803623,0.601264,-14.042236,4.202359
Argentina,ARG,1976,-0.3854828,-0.5415449,20.046783,0.15606308
Argentina,ARG,1977,-0.42007446,2.2330008,19.177856,-2.6530766
Argentina,ARG,1978,9.426695,5.8542633,-8.771362,3.572432
Argentina,ARG,1979,8.125853,8.704702,24.483307,-0.57885313
Argentina,ARG,1980,12.273106,13.271917,-14.990143,-0.9988055
Argentina,ARG,1981,-0.0362854,-1.3869476,-13.939148,1.350657
Argentina,ARG,1982,6.0021095,8.686398,2.5070496,-2.684289
Argentina,ARG,1983,6.9266815,2.5710983,12.765472,4.3555846
Argentina,ARG,1984,7.6948166,4.187649,-6.4086,3.5071697
Argentina,ARG,1985,5.500656,2.3084526,-11.359467,3.1922035
Argentina,ARG,1986,0.97180176,1.1278648,26.253723,-0.15606308
Argentina,ARG,1987,4.69088,2.5513916,18.261658,2.1394863
Argentina,ARG,1988,-21.51239,-19.619766,30.413116,-1.892622
Argentina,ARG,1989,-8.333958,-6.180279,-10.963074,-2.153675
Argentina,ARG,1990,19.830647,13.468937,-28.23642,6.3617096
Argentina,ARG,1991,-4.111061,-5.4588814,12.423096,1.3478184
Argentina,ARG,1992,7.8271713,9.742489,30.148438,-1.9153214
Argentina,ARG,1993,15.401451,13.503151,3.1184082,1.8982964
Argentina,ARG,1994,11.789581,10.413399,19.142395,1.376194
Argentina,ARG,1995,-5.5684814,-2.2514343,25.043762,-3.3170528
Argentina,ARG,1996,-10.446976,-11.562126,39.325623,1.1151428
Argentina,ARG,1997,17.422241,15.997818,-9.782227,1.4244328
Argentina,ARG,1998,-5.583679,-4.142227,29.253662,-1.4414577
Argentina,ARG,1999,-15.819748,-14.835129,23.327026,-0.98461723
Argentina,ARG,2000,18.986427,21.62249,-16.16858,-2.636053
Argentina,ARG,2001,25.309486,22.936852,-41.57556,2.3726234
Argentina,ARG,2002,-6.0259094,-2.4300003,-22.024902,-3.5959034
Argentina,ARG,2003,-0.5237808,-5.2755203,47.529175,4.75173
Argentina,ARG,2004,-9.599159,-10.302902,52.99109,0.7037487
Argentina,ARG,2005,7.471466,10.345924,38.312256,-2.8744488
Argentina,ARG,2006,12.797546,10.600906,27.170898,2.196638
Argentina,ARG,2007,-21.234413,-19.835518,57.447266,-1.3989029
Argentina,ARG,2008,0.024642944,-0.23060608,11.227051,0.25525856
Argentina,ARG,2009,10.927391,8.936043,-35.420776,1.9913445
Argentina,ARG,2010,-0.111701965,2.614357,31.46997,-2.726057
Argentina,ARG,2011,-6.065605,-3.8042908,30.518127,-2.26132
Argentina,ARG,2012,-2.9441223,-2.8467026,38.54535,-0.097415924
Argentina,ARG,2013,10.47171,11.08316,27.432068,-0.6114578
Argentina,ARG,2014,-1.3560257,0.54273224,-1.6426392,-1.8987541
Argentina,ARG,2015,4.385208,0.52967834,12.291382,3.8555279
Argentina,ARG,2016,-4.7774277,-7.8706207,-0.06549072,3.0931854
Argentina,ARG,2017,2.0536728,7.789505,-3.1602173,-5.735813
Argentina,ARG,2018,5.3783035,3.4787674,-12.481506,1.8995228
Argentina,ARG,2019,2.8311157,-1.0783386,-55.505554,3.9094677
Argentina,ARG,2020,1.7831726,-3.73172,-51.730835,5.514889
Argentina,ARG,2021,1.057312,0.7309265,71.49573,0.32637596
Asia,,1966,19.811432,18.22525,436.79443,1.5861708
Asia,,1967,-28.672852,-28.800537,303.78857,0.12768829
Asia,,1968,47.120514,45.942963,435.2329,1.1775688
Asia,,1969,19.61612,17.45169,878.0503,2.1644034
Asia,,1970,23.462189,11.878418,969.1992,11.583758
Asia,,1971,54.53604,45.621277,772.59033,8.914734
Asia,,1972,22.737976,18.26587,559.29297,4.472107
Asia,,1973,-34.5495,-38.617004,857.4707,4.067568
Asia,,1974,99.58203,71.242065,147.89648,28.339909
Asia,,1975,61.858215,45.258057,337.92188,16.600212
Asia,,1976,44.308716,17.710266,611.11426,26.598412
Asia,,1977,-19.949402,-10.744812,821.1709,-9.204613
Asia,,1978,127.203,34.331604,767.7422,92.87135
Asia,,1979,100.90588,56.823425,669.7803,44.082474
Asia,,1980,96.746216,55.541565,-59.710938,41.204697
Asia,,1981,77.318115,56.81958,140.28613,20.498566
Asia,,1982,69.70093,19.669067,266.4707,50.03186
Asia,,1983,111.8645,44.166565,701.3457,67.698
Asia,,1984,90.46948,6.7452393,1174.6904,83.72412
Asia,,1985,275.8048,161.73987,2627.997,114.065
Asia,,1986,49.517944,10.624878,784.3613,38.892883
Asia,,1987,157.36047,37.94934,1033.6953,119.411316
Asia,,1988,119.43933,162.77307,1417.3809,-43.3338
Asia,,1989,65.27966,33.378662,1065.2383,31.901123
Asia,,1990,110.97119,53.757812,865.46875,57.213318
Asia,,1991,71.30469,15.891968,933.7656,55.41272
Asia,,1992,33.934326,10.771851,1166.8887,23.162354
Asia,,1993,245.37793,148.77173,917.69727,96.606445
Asia,,1994,66.90381,0.044921875,1434.8164,66.858765
Asia,,1995,241.78418,133.54248,1095.3848,108.24158
Asia,,1996,55.674316,-9.890991,1345.8574,65.56555
Asia,,1997,84.1582,5.6488037,881.36523,78.509155
Asia,,1998,154.52637,101.4353,-95.72266,53.091064
Asia,,1999,-8.767334,-31.664795,1126.4668,22.89746
Asia,,2000,100.559814,61.10681,1292.3125,39.453247
Asia,,2001,135.89478,126.68933,1132.5,9.2052
Asia,,2002,84.74219,57.63452,1804.9336,27.107666
Asia,,2003,-99.75098,69.7561,3227.1406,-169.50708
Asia,,2004,524.90015,344.02856,3616.6914,180.8717
Asia,,2005,146.15479,91.048096,3359.707,55.10681
Asia,,2006,275.90845,245.37744,2639.211,30.53125
Asia,,2007,71.23193,144.02686,3242.6094,-72.795166
Asia,,2008,339.8877,392.1372,1542.7344,-52.249634
Asia,,2009,34.756348,-22.148438,1288.3438,56.90454
Asia,,2010,600.01025,530.47534,3350.0703,69.53528
Asia,,2011,-124.24609,149.0503,3500.082,-273.29663
Asia,,2012,170.51367,544.3281,2246.8164,-373.8144
Asia,,2013,461.74268,456.68018,1340.9414,5.062256
Asia,,2014,611.4414,546.25,1478.4531,65.19177
Asia,,2015,506.00195,387.47705,977.39844,118.52484
Asia,,2016,587.6743,464.39893,1153.8516,123.27551
Asia,,2017,656.062,595.3364,1807.5625,60.724976
Asia,,2018,777.13965,633.8574,2096.164,143.28247
Asia,,2019,962.75977,732.8535,1058.6328,229.90576
Asia,,2020,560.6162,541.06836,-1648.5312,19.548096
Asia,,2021,1010.7676,854.501,3913.9297,156.26697
Asia Pacific (BP),,1966,19.978271,18.39209,427.34863,1.5861708
Asia Pacific (BP),,1967,-28.420563,-28.548279,295.73877,0.12768829
Asia Pacific (BP),,1968,47.09433,45.91681,415.03467,1.1775688
Asia Pacific (BP),,1969,19.74173,17.577301,851.7759,2.164404
Asia Pacific (BP),,1970,31.412476,19.828674,966.6172,11.583759
Asia Pacific (BP),,1971,64.28754,55.372925,727.2969,8.91473
Asia Pacific (BP),,1972,21.2995,16.82727,518.0322,4.4721107
Asia Pacific (BP),,1973,-28.6073,-32.674805,791.91504,4.067566
Asia Pacific (BP),,1974,102.03644,73.69647,127.90625,28.339909
Asia Pacific (BP),,1975,60.07611,43.475952,335.56152,16.600204
Asia Pacific (BP),,1976,28.802612,2.2041626,504.97168,26.59842
Asia Pacific (BP),,1977,-27.501648,-18.296997,694.3379,-9.204613
Asia Pacific (BP),,1978,123.29376,30.422424,710.7539,92.87134
Asia Pacific (BP),,1979,105.294556,61.212097,495.30566,44.08249
Asia Pacific (BP),,1980,94.02551,52.82074,-17.09961,41.204727
Asia Pacific (BP),,1981,74.173706,53.67517,26.646484,20.498535
Asia Pacific (BP),,1982,57.44641,7.414551,79.67969,50.03186
Asia Pacific (BP),,1983,123.50232,55.80426,485.9131,67.69803
Asia Pacific (BP),,1984,89.07947,5.3554077,942.19727,83.72406
Asia Pacific (BP),,1985,163.35242,64.23529,593.8291,99.11722
Asia Pacific (BP),,1986,73.03589,27.007568,602.1699,46.0282
Asia Pacific (BP),,1987,112.225586,-2.7088623,845.79004,114.93445
Asia Pacific (BP),,1988,64.177734,108.878296,1248.2695,-44.70056
Asia Pacific (BP),,1989,126.259766,84.61499,901.709,41.644775
Asia Pacific (BP),,1990,81.19348,20.067749,758.37305,61.125793
Asia Pacific (BP),,1991,88.822754,34.93982,876.916,53.882874
Asia Pacific (BP),,1992,-2.3925781,-25.768066,1026.707,23.375488
Asia Pacific (BP),,1993,211.40747,114.75098,1010.291,96.65662
Asia Pacific (BP),,1994,87.07544,20.028442,1235.6719,67.046814
Asia Pacific (BP),,1995,242.87524,134.64343,1087.1504,108.23181
Asia Pacific (BP),,1996,31.203125,-28.605469,1246.1172,59.808594
Asia Pacific (BP),,1997,99.218506,19.276978,770.4004,79.94177
Asia Pacific (BP),,1998,152.84497,99.10071,-203.83984,53.74402
Asia Pacific (BP),,1999,15.571289,-6.189331,1063.0488,21.760742
Asia Pacific (BP),,2000,115.41968,75.759155,1046.0938,39.6604
Asia Pacific (BP),,2001,147.40991,138.11719,886.61914,9.292969
Asia Pacific (BP),,2002,58.318604,32.00122,1519.2754,26.317505
Asia Pacific (BP),,2003,-120.437256,48.23816,2937.4043,-168.67578
Asia Pacific (BP),,2004,496.82104,316.4756,3123.539,180.3457
Asia Pacific (BP),,2005,158.64941,104.9187,2974.707,53.730347
Asia Pacific (BP),,2006,266.3806,235.5957,2293.4219,30.784912
Asia Pacific (BP),,2007,98.993164,171.50806,2766.2656,-72.514404
Asia Pacific (BP),,2008,409.06055,461.01904,1004.2617,-51.958984
Asia Pacific (BP),,2009,44.084473,-12.774658,1095.7852,56.859375
Asia Pacific (BP),,2010,537.71387,468.12793,2792.1992,69.58618
Asia Pacific (BP),,2011,-99.42627,174.26709,2927.9336,-273.69324
Asia Pacific (BP),,2012,145.26074,521.94604,1780.9648,-376.68604
Asia Pacific (BP),,2013,478.2959,480.63428,1156.168,-2.3379517
Asia Pacific (BP),,2014,679.8218,614.3164,1022.83594,65.50537
Asia Pacific (BP),,2015,426.38965,307.11426,681.01953,119.27521
Asia Pacific (BP),,2016,584.01465,467.2495,813.14453,116.76514
Asia Pacific (BP),,2017,634.3921,575.3784,1492.3086,59.013916
Asia Pacific (BP),,2018,828.1792,683.18994,1800.2461,144.98865
Asia Pacific (BP),,2019,826.7363,595.854,1054.7695,230.88269
Asia Pacific (BP),,2020,624.3242,609.99316,-1408.3398,14.330688
Asia Pacific (BP),,2021,1091.9141,949.0303,3286.211,142.88501
Australia,AUS,1966,-1.0576191,-1.0576191,21.399109,0
Australia,AUS,1967,0.79017067,0.79017067,26.201355,0
Australia,AUS,1968,0.9937763,0.9937763,27.606934,0
Australia,AUS,1969,2.1661148,2.1661148,18.56839,0
Australia,AUS,1970,4.331915,4.331915,43.3414,0
Australia,AUS,1971,3.959156,3.959156,24.746887,0
Australia,AUS,1972,0.18991089,0.18991089,27.097473,0
Australia,AUS,1973,2.3512154,2.3512154,40.909668,0
Australia,AUS,1974,4.9864273,4.9864273,37.558716,0
Australia,AUS,1975,3.1895676,3.1895676,8.80957,0
Australia,AUS,1976,-2.1862183,-2.1862183,27.374268,0
Australia,AUS,1977,-1.979065,-1.979065,38.859314,0
Australia,AUS,1978,3.268921,3.268921,21.983398,0
Australia,AUS,1979,-1.2279167,-1.2279167,31.298523,0
Australia,AUS,1980,-2.4101944,-2.4101944,5.3657837,0
Australia,AUS,1981,1.2426987,1.2426987,12.304199,0
Australia,AUS,1982,-2.8833618,-2.8833618,-4.991089,0
Australia,AUS,1983,-2.1835823,-2.1835823,-26.79663,0
Australia,AUS,1984,2.995716,2.995716,28.485107,0
Australia,AUS,1985,2.4565315,2.4565315,22.69336,0
Australia,AUS,1986,0.26496887,0.26496887,17.07013,0
Australia,AUS,1987,-1.186367,-1.186367,27.463135,0
Australia,AUS,1988,2.9641113,2.9641113,39.30481,0
Australia,AUS,1989,0.013336182,0.013336182,48.61969,0
Australia,AUS,1990,1.3345337,1.3345337,19.641174,0
Australia,AUS,1991,2.5319672,2.5319672,-10.2855835,0
Australia,AUS,1992,0.71326447,0.71326447,16.169128,0
Australia,AUS,1993,1.3306503,1.3306503,20.559387,0
Australia,AUS,1994,-0.597599,-0.597599,41.98535,0
Australia,AUS,1995,-1.1073532,-1.1073532,49.940308,0
Australia,AUS,1996,1.3974037,1.3974037,32.44043,0
Australia,AUS,1997,0.13029861,0.13029861,29.020874,0
Australia,AUS,1998,-0.143013,-0.143013,29.185547,0
Australia,AUS,1999,1.6860008,1.6860008,49.33081,0
Australia,AUS,2000,0.055416107,0.055416107,7.8568115,0
Australia,AUS,2001,-1.149765,-1.149765,11.275391,0
Australia,AUS,2002,1.8346024,1.8346024,24.52539,0
Australia,AUS,2003,1.8881569,1.8881569,17.229004,0
Australia,AUS,2004,2.0530396,2.0530396,41.528687,0
Australia,AUS,2005,4.144966,4.144966,1.7612305,0
Australia,AUS,2006,1.4304466,1.4304466,59.05725,0
Australia,AUS,2007,-2.3705597,-2.3705597,37.699585,0
Australia,AUS,2008,-3.5075417,-3.5075417,29.08606,0
Australia,AUS,2009,2.7896118,2.7896118,-24.990479,0
Australia,AUS,2010,5.8951073,5.8951073,-6.6011963,0
Australia,AUS,2011,23.586922,23.586922,23.294556,0
Australia,AUS,2012,-1.283104,-1.283104,-21.56189,0
Australia,AUS,2013,13.9253235,13.9253235,5.5201416,0
Australia,AUS,2014,-7.838379,-7.838379,18.507935,0
Australia,AUS,2015,7.1486588,7.1486588,29.421753,0
Australia,AUS,2016,14.841789,14.841789,-8.453613,0
Australia,AUS,2017,-7.4342422,-7.4342422,1.7553711,0
Australia,AUS,2018,26.543549,26.543549,-5.574951,0
Australia,AUS,2019,14.535385,14.535385,43.13452,0
Australia,AUS,2020,22.84668,22.84668,-108.16016,0
Australia,AUS,2021,33.553696,33.553696,-38.25879,
Austria,AUT,1966,3.6903229,3.6903229,5.1364594,0
Austria,AUT,1967,1.0852127,1.0852127,0.9532013,0
Austria,AUT,1968,1.440052,1.440052,12.438034,0
Austria,AUT,1969,-4.337902,-4.337902,12.022827,0
Austria,AUT,1970,13.518471,13.518471,18.70427,0
Austria,AUT,1971,-13.21656,-13.21656,12.151474,0
Austria,AUT,1972,1.3823929,1.3823929,7.3592224,0
Austria,AUT,1973,5.682148,5.682148,14.002228,0
Austria,AUT,1974,10.358334,10.358334,-8.906311,0
Austria,AUT,1975,3.2024155,3.2024155,-5.100998,0
Austria,AUT,1976,-9.549885,-9.549885,19.380005,0
Austria,AUT,1977,12.878277,12.878277,-12.174286,0
Austria,AUT,1978,0.059143066,0.059143066,12.5329895,0
Austria,AUT,1979,9.3322525,9.3322525,8.695084,0
Austria,AUT,1980,2.9957275,2.9957275,-4.339081,0
Austria,AUT,1981,5.1374664,5.1374664,-14.49115,0
Austria,AUT,1982,0.14489746,0.14489746,-10.343384,0
Austria,AUT,1983,-0.8575287,-0.8575287,0.031066895,0
Austria,AUT,1984,-11.10862,-11.10862,8.082062,0
Austria,AUT,1985,14.619186,14.619186,3.7177887,0
Austria,AUT,1986,1.4794769,1.4794769,-0.85046387,0
Austria,AUT,1987,12.040909,12.040909,5.543503,0
Austria,AUT,1988,0.20246887,0.20246887,-5.088684,0
Austria,AUT,1989,-0.47192383,-0.47192383,2.3131866,0
Austria,AUT,1990,-10.371407,-10.371407,14.565079,0
Austria,AUT,1991,0.080200195,0.080200195,16.26596,0
Austria,AUT,1992,10.407219,10.407219,-15.949951,0
Austria,AUT,1993,5.610077,5.610077,0.5434418,0
Austria,AUT,1994,-3.462593,-3.462593,1.3073273,0
Austria,AUT,1995,6.1456375,6.1456375,10.91568,0
Austria,AUT,1996,-9.276207,-9.276207,9.749695,0
Austria,AUT,1997,6.0465775,6.0465775,1.7178345,0
Austria,AUT,1998,3.6255112,3.6255112,2.388855,0
Austria,AUT,1999,9.715782,9.715782,-1.065155,0
Austria,AUT,2000,3.2062836,3.2062836,-1.715332,0
Austria,AUT,2001,-4.070389,-4.070389,18.015167,0
Austria,AUT,2002,-1.7985992,-1.7985992,2.4361877,0
Austria,AUT,2003,-19.98217,-19.98217,24.228973,0
Austria,AUT,2004,12.333473,12.333473,-4.716858,0
Austria,AUT,2005,3.3514786,3.3514786,3.944397,0
Austria,AUT,2006,1.4674911,1.4674911,-5.9017944,0
Austria,AUT,2007,7.28788,7.28788,-16.213074,0
Austria,AUT,2008,4.0083084,4.0083084,3.9856873,0
Austria,AUT,2009,8.02684,8.02684,-21.052643,0
Austria,AUT,2010,-6.8484344,-6.8484344,20.147064,0
Austria,AUT,2011,-11.925606,-11.925606,-14.794342,0
Austria,AUT,2012,27.950539,27.950539,-7.180603,0
Austria,AUT,2013,-3.7393188,-3.7393188,0.9178772,0
