Entity,Code,Year,Low-carbon energy (TWh growth - equivalent),Renewables (TWh growth - equivalent),Fossil fuels (TWh growth),Nuclear (TWh growth - equivalent)
Egypt,EGY,1981,1.2153339,1.2153339,28.217804,0
Egypt,EGY,1982,0.8232918,0.8232918,27.079971,0
Egypt,EGY,1983,-1.9994221,-1.9994221,23.813248,0
Egypt,EGY,1984,-0.54886055,-0.54886055,26.848755,0
Egypt,EGY,1985,-1.4248924,-1.4248924,13.161987,0
Egypt,EGY,1986,-0.5204296,-0.5204296,7.987549,0
Egypt,EGY,1987,-0.0073928833,-0.0073928833,20.321045,0
Egypt,EGY,1988,-0.41545677,-0.41545677,5.6621094,0
Egypt,EGY,1989,1.9456978,1.9456978,17.645172,0
Egypt,EGY,1990,1.3779564,1.3779564,8.477753,0
Egypt,EGY,1991,-0.109407425,-0.109407425,5.218628,0
Egypt,EGY,1992,-0.34300995,-0.34300995,-3.463623,0
Egypt,EGY,1993,0.86491966,0.86491966,-0.578125,0
Egypt,EGY,1994,1.8791656,1.8791656,18.435547,0
Egypt,EGY,1995,1.3720436,1.3720436,23.221008,0
Egypt,EGY,1996,0.86343765,0.86343765,22.592804,0
Egypt,EGY,1997,0.8486595,0.8486595,18.374847,0
Egypt,EGY,1998,0.98615265,0.98615265,18.8208,0
Egypt,EGY,1999,3.986023,3.986023,32.59546,0
Egypt,EGY,2000,2.3839264,2.3839264,29.260742,0
Egypt,EGY,2001,0.7094917,0.7094917,24.070923,0
Egypt,EGY,2002,-1.401516,-1.401516,18.331482,0
Egypt,EGY,2003,-3.1137695,-3.1137695,38.861572,0
Egypt,EGY,2004,0.074272156,0.074272156,35.987976,0
Egypt,EGY,2005,-0.76277924,-0.76277924,18.125488,0
Egypt,EGY,2006,0.433033,0.433033,36.794678,0
Egypt,EGY,2007,3.976654,3.976654,43.958435,0
Egypt,EGY,2008,2.9594765,2.9594765,44.299255,0
Egypt,EGY,2009,-3.6723366,-3.6723366,33.505554,0
Egypt,EGY,2010,-1.4279785,-1.4279785,34.86841,0
Egypt,EGY,2011,0.6959419,0.6959419,42.271423,0
Egypt,EGY,2012,0.13351822,0.13351822,37.002808,0
Egypt,EGY,2013,-0.32566452,-0.32566452,-6.7456665,0
Egypt,EGY,2014,-0.46930313,-0.46930313,-11.788086,0
Egypt,EGY,2015,2.0924873,2.0924873,13.74115,0
Egypt,EGY,2016,0.30727005,0.30727005,53.555115,0
Egypt,EGY,2017,-1.1212997,-1.1212997,41.44098,0
Egypt,EGY,2018,2.0151215,2.0151215,-1.059021,0
Egypt,EGY,2019,10.89901,10.89901,-30.068481,0
Egypt,EGY,2020,10.411659,10.411659,-74.4021,0
Egypt,EGY,2021,1.0880432,1.0880432,69.11603,
Estonia,EST,1986,0,0,-0.5697632,0
Estonia,EST,1987,0,0,1.783493,0
Estonia,EST,1988,0,0,-2.0334778,0
Estonia,EST,1989,0,0,3.592186,0
Estonia,EST,1990,0,0,6.3454514,0
Estonia,EST,1991,0,0,-10.838417,0
Estonia,EST,1992,0,0,-35.344093,0
Estonia,EST,1993,0,0,-13.801071,0
Estonia,EST,1994,0,0,0.9518814,0
Estonia,EST,1995,0.019166667,0.019166667,-6.392227,0
Estonia,EST,1996,-0.0031944457,-0.0031944457,3.8499985,0
Estonia,EST,1997,0.009555556,0.009555556,-0.99456024,0
Estonia,EST,1998,0.012778612,0.012778612,-6.7091904,0
Estonia,EST,1999,0.0118333325,0.0118333325,-4.6091766,0
Estonia,EST,2000,0.0061366633,0.0061366633,1.612957,
Estonia,EST,2001,-0.0006066598,-0.0006066598,2.4542236,
Estonia,EST,2002,0.05210305,0.05210305,-0.25157166,
Estonia,EST,2003,0.030620553,0.030620553,5.1870346,
Estonia,EST,2004,0.045850277,0.045850277,1.2303848,
Estonia,EST,2005,0.13843222,0.13843222,0.22650528,
Estonia,EST,2006,0.05556807,0.05556807,-0.85139465,0
Estonia,EST,2007,0.056196928,0.056196928,10.023247,0
Estonia,EST,2008,0.13928244,0.13928244,-6.082016,0
Estonia,EST,2009,1.062855,1.062855,-10.172131,0
Estonia,EST,2010,1.5760908,1.5760908,12.786358,0
Estonia,EST,2011,0.38532424,0.38532424,-0.533905,0
Estonia,EST,2012,0.9033866,0.9033866,-0.3766327,0
Estonia,EST,2013,-0.8557675,-0.8557675,4.7488937,0
Estonia,EST,2014,0.43363547,0.43363547,-3.8462753,0
Estonia,EST,2015,0.42182255,0.42182255,-5.954258,0
Estonia,EST,2016,0.033803463,0.033803463,2.1148186,0
Estonia,EST,2017,0.8105078,0.8105078,6.885475,0
Estonia,EST,2018,0.48385,0.48385,-1.2663422,0
Estonia,EST,2019,0.37218237,0.37218237,-15.562866,0
Estonia,EST,2020,2.0998163,2.0998163,-6.0647774,0
Estonia,EST,2021,1.1359787,1.1359787,6.024208,0
Europe,,1966,117.73169,99.8064,684.6074,17.925415
Europe,,1967,3.1464844,-8.978394,743.5996,12.124794
Europe,,1968,93.45447,79.78479,1056.3555,13.669617
Europe,,1969,40.031616,17.926147,1318.5156,22.105362
Europe,,1970,90.49109,78.52905,1315.1973,11.962158
Europe,,1971,37.765503,17.043701,811.46875,20.721756
Europe,,1972,90.46094,30.612305,1152.3809,59.848618
Europe,,1973,50.215942,18.033325,1409.9492,32.18268
Europe,,1974,173.41663,116.236206,141.69922,57.18045
Europe,,1975,103.772705,0.390625,226.09375,103.38202
Europe,,1976,13.095459,-69.13013,1404.9141,82.22571
Europe,,1977,377.20227,268.74878,452.9004,108.45334
Europe,,1978,125.578125,64.4729,1121.4746,61.105408
Europe,,1979,154.65186,75.11145,957.12305,79.540344
Europe,,1980,129.96704,-7.328003,-359.33008,137.29474
Europe,,1981,294.9419,21.409058,-523.0176,273.53308
Europe,,1982,75.0105,-55.05896,-126.759766,130.06946
Europe,,1983,278.38232,67.01257,188.81445,211.36987
Europe,,1984,488.56152,76.83264,544.88477,411.729
Europe,,1985,281.3015,-66.52893,-1370.8574,347.83044
Europe,,1986,107.43408,-32.230957,482.26758,139.6648
Europe,,1987,243.32568,102.66797,519.69336,140.6582
Europe,,1988,327.89844,79.8667,76.12305,248.031
Europe,,1989,-69.177246,-188.69543,-1.34375,119.518555
Europe,,1990,19.838379,49.42285,27.101562,-29.584717
Europe,,1991,110.09033,39.031372,-567.0742,71.05884
Europe,,1992,73.19092,55.975098,-1349.5762,17.216064
Europe,,1993,156.0503,53.816162,-1323.1035,102.23389
Europe,,1994,-44.432617,40.487793,-1262.8477,-84.91992
Europe,,1995,94.331055,19.065674,-164.0039,75.26465
Europe,,1996,57.97461,-125.70874,169.39844,183.68433
Europe,,1997,119.64502,91.86377,-625.53906,27.780762
Europe,,1998,59.460938,97.43652,107.98828,-37.975586
Europe,,1999,126.14307,56.020264,-168.63672,70.12256
Europe,,2000,163.69629,114.867676,193.42188,48.8291
Europe,,2001,132.7334,43.37964,318.1953,89.35327
Europe,,2002,-141.26074,-169.9082,-55.564453,28.64795
Europe,,2003,-59.325684,-87.39624,594.5371,28.070068
Europe,,2004,220.96484,209.43579,178.26562,11.529053
Europe,,2005,23.424805,66.83545,65.71094,-43.4104
Europe,,2006,8.498047,16.979492,432.3164,-8.481689
Europe,,2007,-28.361328,125.18701,-253.14062,-153.54834
Europe,,2008,111.69141,125.94946,-231.89453,-14.2578125
Europe,,2009,-70.67334,83.34668,-1858.2422,-154.02051
Europe,,2010,278.2588,206.40991,847.65625,71.84888
Europe,,2011,-100.711426,-67.004395,-294.27734,-33.706543
Europe,,2012,244.60352,319.6057,-367.4414,-75.0022
Europe,,2013,220.86572,283.72168,-548.52734,-62.855957
Europe,,2014,89.58008,70.12427,-1034.375,19.455566
Europe,,2015,34.382324,77.66284,-126.63086,-43.280273
Europe,,2016,2.3984375,84.2937,403.86328,-81.89502
Europe,,2017,10.278809,26.255615,110.45508,-15.977295
Europe,,2018,226.68066,240.21191,195.15039,-13.531006
Europe,,2019,59.04297,73.94385,-545.7871,-14.900391
Europe,,2020,115.76904,351.8921,-2043.5117,-236.12402
Europe,,2021,217.59326,72.93701,1323.5547,144.65674
Europe (BP),,1966,86.975525,69.627014,289.50488,17.348568
Europe (BP),,1967,12.515503,0.9298706,363.08887,11.585571
Europe (BP),,1968,47.58142,36.407227,830.8701,11.174133
Europe (BP),,1969,6.4659424,-14.222351,1009.49023,20.688324
Europe (BP),,1970,59.89746,50.079773,918.9492,9.817795
Europe (BP),,1971,28.577148,10.689453,403.91992,17.887703
Europe (BP),,1972,89.105835,41.872437,698.34863,47.23326
Europe (BP),,1973,37.44458,17.965088,953.6592,19.479553
Europe (BP),,1974,126.744995,89.854614,-372.15625,36.89052
Europe (BP),,1975,108.914795,25.835083,-286.7793,83.07962
Europe (BP),,1976,-35.671875,-90.83594,1042.2852,55.164093
Europe (BP),,1977,308.07446,236.16296,19.832031,71.91144
Europe (BP),,1978,56.426147,-0.616333,675.52734,57.04242
Europe (BP),,1979,130.3302,71.092285,613.55664,59.237915
Europe (BP),,1980,57.245483,-39.45691,-570.4824,96.70233
Europe (BP),,1981,252.9541,16.777954,-764.96094,236.17627
Europe (BP),,1982,77.56909,-15.143188,-443.83203,92.71234
Europe (BP),,1983,221.60791,41.851562,-40.23633,179.75616
Europe (BP),,1984,335.93652,16.151611,172.1289,319.78503
Europe (BP),,1985,531.25366,57.20703,3364.8809,474.04663
Europe (BP),,1986,76.66089,-46.25049,320.54102,122.91113
Europe (BP),,1987,213.36646,127.98547,283.5918,85.38135
Europe (BP),,1988,334.531,115.19153,-64.93945,219.33936
Europe (BP),,1989,-102.53491,-217.72705,0.21679688,115.19214
Europe (BP),,1990,65.22485,43.695923,203.58789,21.529053
Europe (BP),,1991,100.458984,34.1073,-407.1875,66.35181
Europe (BP),,1992,72.54346,54.31189,-885.4219,18.231201
Europe (BP),,1993,174.49902,71.01697,-575.3164,103.48218
Europe (BP),,1994,2.3637695,26.657349,-493.39258,-24.293457
Europe (BP),,1995,104.59766,34.190674,369.73047,70.40723
Europe (BP),,1996,111.52344,-45.221558,463.92383,156.74463
Europe (BP),,1997,111.61914,82.33984,-181.29688,29.279053
Europe (BP),,1998,76.5,100.91553,130.09961,-24.415283
Europe (BP),,1999,46.680664,28.07312,-192.1211,18.60791
Europe (BP),,2000,119.67627,95.93359,160.16797,23.742188
Europe (BP),,2001,72.4707,-1.7565918,193.60742,74.227295
Europe (BP),,2002,-84.01123,-102.00256,-14.623047,17.99121
Europe (BP),,2003,-52.465332,-58.83008,493.50586,6.36499
Europe (BP),,2004,219.60156,189.8252,153.08594,29.776123
Europe (BP),,2005,20.452148,74.35156,116.958984,-53.899414
Europe (BP),,2006,25.896484,50.881348,192.71484,-24.98462
Europe (BP),,2007,-44.84619,115.85913,-180.30078,-160.70532
Europe (BP),,2008,166.23682,185.95801,-293.73047,-19.721191
Europe (BP),,2009,-63.54297,89.09912,-1421.1523,-152.64185
Europe (BP),,2010,358.60596,302.2644,540.4414,56.34082
Europe (BP),,2011,-77.29443,-39.666504,-482.76562,-37.627197
Europe (BP),,2012,268.7793,353.09033,-338.4043,-84.31152
Europe (BP),,2013,186.57666,233.47485,-409.83203,-46.898193
Europe (BP),,2014,57.668945,56.95752,-966.22266,0.71191406
Europe (BP),,2015,100.25781,178.76074,114.38672,-78.503174
Europe (BP),,2016,-18.640137,63.204834,331.59375,-81.84546
Europe (BP),,2017,0.97558594,30.650146,179.9961,-29.673584
Europe (BP),,2018,256.7798,270.93286,-167.14648,-14.153564
Europe (BP),,2019,138.69531,162.82178,-491.125,-24.126709
Europe (BP),,2020,42.640625,295.13574,-1670.6602,-252.49512
Europe (BP),,2021,153.60547,36.8833,805.7363,116.72241
European Union (27),,1966,61.464966,58.53662,261.7744,2.928316
European Union (27),,1967,-20.441467,-23.3443,359.49707,2.9027777
European Union (27),,1968,17.457214,14.548767,700.8174,2.908453
European Union (27),,1969,-0.018005371,-10.860168,894.7578,10.842146
European Union (27),,1970,56.857117,41.699158,801.82715,15.158001
European Union (27),,1971,10.569763,-4.0235596,389.18848,14.593342
European Union (27),,1972,69.026184,33.93457,634.63184,35.09154
European Union (27),,1973,14.216858,-2.1726074,763.9883,16.389488
European Union (27),,1974,77.64221,58.846558,-219.4834,18.7957
European Union (27),,1975,97.4505,7.0359497,-171.66309,90.414566
European Union (27),,1976,-61.56421,-99.71747,954.13086,38.15323
European Union (27),,1977,287.52173,227.07666,-60.251953,60.445038
European Union (27),,1978,41.73169,-22.44983,586.208,64.18161
European Union (27),,1979,89.73596,43.249756,490.49316,46.486115
European Union (27),,1980,48.657227,-44.48114,-328.20898,93.13846
European Union (27),,1981,217.42358,-12.450562,-684.47363,229.87408
European Union (27),,1982,52.735107,-17.14093,-425.14844,69.87604
European Union (27),,1983,175.36902,18.074524,-104.73633,157.2945
European Union (27),,1984,312.66846,13.554749,158.57422,299.1137
European Union (27),,1985,315.66406,23.266235,504.34668,292.3977
European Union (27),,1986,111.99194,-46.741577,130.52539,158.73376
European Union (27),,1987,154.7915,82.94556,199.30176,71.8457
European Union (27),,1988,191.38818,54.972412,-45.50586,136.41577
European Union (27),,1989,-75.57715,-181.15088,118.74219,105.57385
European Union (27),,1990,73.02344,50.88257,-156.2334,22.14087
European Union (27),,1991,100.26709,42.621155,-178.22754,57.645996
European Union (27),,1992,43.382812,40.401978,-376.7002,2.980957
European Union (27),,1993,95.285645,31.36444,-224.44238,63.9209
European Union (27),,1994,26.9292,32.89026,-91.543945,-5.9609375
European Union (27),,1995,69.365234,7.14563,347.67676,62.219482
European Union (27),,1996,113.0813,-1.0831299,417.33008,114.16455
European Union (27),,1997,69.068115,49.993774,-136.80469,19.074463
European Union (27),,1998,35.141357,52.643555,147.59863,-17.502441
European Union (27),,1999,47.766357,5.2769775,-131.66016,42.489502
European Union (27),,2000,106.16284,73.076294,28.975586,33.08667
European Union (27),,2001,140.22388,74.41687,220.36523,65.806885
European Union (27),,2002,-111.37573,-132.88403,-7.65625,21.5083
European Union (27),,2003,8.372803,11.083008,346.61914,-2.7104492
European Union (27),,2004,168.69067,125.470825,91.73535,43.220215
European Union (27),,2005,-35.947266,13.904907,47.64746,-49.852295
European Union (27),,2006,63.151855,84.103516,79.68262,-20.951416
European Union (27),,2007,-31.770508,98.50195,-198.59668,-130.2727
European Union (27),,2008,164.68188,145.00049,-238.06836,19.681396
European Union (27),,2009,-79.93164,95.828125,-1024.8691,-175.75952
European Union (27),,2010,307.63818,243.83911,371.2793,63.799072
European Union (27),,2011,-77.879395,-21.141602,-460.97852,-56.737793
European Union (27),,2012,161.62451,243.04248,-354.51367,-81.41846
European Union (27),,2013,159.26465,187.06787,-293.74707,-27.803223
European Union (27),,2014,82.791016,78.99805,-695.7158,3.7929688
European Union (27),,2015,-31.899414,47.270508,248.34473,-79.1698
European Union (27),,2016,-31.344238,29.095703,222.76465,-60.43933
European Union (27),,2017,-22.305176,11.025635,187.90723,-33.331665
European Union (27),,2018,176.41504,181.42969,-115.41016,-5.01416
European Union (27),,2019,86.5459,85.2439,-363.1084,1.3016357
European Union (27),,2020,-2.5219727,210.65405,-1304.5078,-213.17566
European Union (27),,2021,170.64941,55.39038,675.52734,115.25891
Finland,FIN,1966,3.037632,3.037632,12.923904,0
Finland,FIN,1967,3.6917553,3.6917553,3.1952896,0
Finland,FIN,1968,-3.37216,-3.37216,15.150833,0
Finland,FIN,1969,-5.1553173,-5.1553173,20.04493,0
Finland,FIN,1970,2.302868,2.302868,14.485184,0
Finland,FIN,1971,3.4199505,3.4199505,1.4528961,0
Finland,FIN,1972,-0.8900833,-0.8900833,11.019363,0
Finland,FIN,1973,0.59139824,0.59139824,19.47647,0
Finland,FIN,1974,6.2783737,6.2783737,-15.117569,0
Finland,FIN,1975,-1.4605713,-1.4605713,4.772537,0
Finland,FIN,1976,-8.064516,-8.064516,20.853088,0
Finland,FIN,1977,15.480883,7.9838696,-2.5786438,7.497013
Finland,FIN,1978,-5.3464737,-7.0459957,14.325562,1.699522
Finland,FIN,1979,12.968937,3.169054,6.9561615,9.799881
Finland,FIN,1980,-1.1409798,-1.9324951,-0.042556763,0.79151535
Finland,FIN,1981,31.699524,10.164276,-29.131927,21.535246
Finland,FIN,1982,4.274185,-1.6726379,-7.611023,5.9468307
Finland,FIN,1983,4.115898,1.4545975,-6.642929,2.661293
Finland,FIN,1984,2.2461166,-0.98566437,8.727463,3.231781
Finland,FIN,1985,-2.1595001,-2.700119,15.560577,0.5406189
Finland,FIN,1986,0.21804047,0.16427994,3.0674438,0.053764343
Finland,FIN,1987,5.7586517,4.1577034,9.514557,1.600956
Finland,FIN,1988,-1.5412064,-1.2813606,-0.4499817,-0.25985718
Finland,FIN,1989,-2.287941,-0.98267746,3.592926,-1.3052559
Finland,FIN,1990,10.397171,10.044712,8.863068,0.3524475
Finland,FIN,1991,7.2455215,6.4121933,0.25946045,0.8333359
Finland,FIN,1992,4.7894363,5.4973297,-5.8681183,-0.70788956
Finland,FIN,1993,0.27294922,-1.6087799,2.5391846,1.8817253
Finland,FIN,1994,-4.791733,-3.3819351,21.333359,-1.4098015
Finland,FIN,1995,3.2326584,3.8300362,-19.563263,-0.59737015
Finland,FIN,1996,-3.886612,-5.5323753,19.457565,1.6457596
Finland,FIN,1997,10.778336,6.6803703,-6.6603546,4.097969
Finland,FIN,1998,16.291122,13.528275,-3.7848969,2.762844
Finland,FIN,1999,-6.4418945,-9.679642,-0.54151917,3.2377548
Finland,FIN,2000,5.046753,6.4953613,-3.1613464,-1.4486237
Finland,FIN,2001,-5.352951,-5.762108,13.121902,0.40917206
Finland,FIN,2002,-6.7945786,-5.022625,8.689896,-1.771965
Finland,FIN,2003,-1.4841537,-2.3543968,27.617584,0.87023926
Finland,FIN,2004,18.649246,19.10315,-20.309479,-0.45388794
Finland,FIN,2005,-6.0250244,-7.1919556,-30.005829,1.1669312
Finland,FIN,2006,-3.7042694,-2.2838898,30.007294,-1.4203873
Finland,FIN,2007,5.932068,4.9060974,-7.071472,1.0259781
Finland,FIN,2008,8.877167,10.557892,-22.524551,-1.6807365
Finland,FIN,2009,-15.990158,-17.158424,-10.98761,1.1682739
Finland,FIN,2010,5.053955,7.4406967,24.692596,-2.3867493
Finland,FIN,2011,1.0253143,0.35037994,-22.56746,0.67492676
Finland,FIN,2012,10.753494,11.690926,-20.32193,-0.9374237
Finland,FIN,2013,-6.286545,-7.599655,7.7457733,1.3131142
Finland,FIN,2014,3.7281952,4.177208,-15.6214905,-0.44901657
Finland,FIN,2015,9.733871,10.973198,-10.754669,-1.2393265
Finland,FIN,2016,-4.2023163,-3.7185898,9.42308,-0.48373413
Finland,FIN,2017,2.9312897,5.1835403,-9.584,-2.2522469
Finland,FIN,2018,2.109314,1.6280365,4.3297424,0.48129272
Finland,FIN,2019,2.439865,-0.09766388,-9.330078,2.5375252
Finland,FIN,2020,6.683975,8.396324,-20.394135,-1.7123604
Finland,FIN,2021,7.930252,7.3675766,0.28163147,0.5626755
France,FRA,1966,18.411041,16.99797,13.249756,1.4130826
France,FRA,1967,-17.579971,-19.512314,103.43823,1.9323475
France,FRA,1968,18.805618,15.942551,60.57727,2.8630528
France,FRA,1969,9.361496,7.9001617,144.37207,1.4613209
France,FRA,1970,18.015366,12.025391,124.91016,5.989993
France,FRA,1971,-12.802734,-23.068848,84.37793,10.266129
France,FRA,1972,15.250168,0.31915283,114.04822,14.931004
France,FRA,1973,-2.791397,-3.245407,174.64648,0.45400238
France,FRA,1974,25.204742,25.32109,-64.15039,-0.11633682
France,FRA,1975,20.990799,10.951675,-144.76636,10.039127
France,FRA,1976,-41.406982,-34.398315,171.18079,-7.008663
France,FRA,1977,88.351746,82.21417,-59.83911,6.1375427
France,FRA,1978,12.093048,-23.40709,85.08765,35.500145
France,FRA,1979,21.449951,-5.529129,45.5,26.979103
France,FRA,1980,69.56125,9.147705,-98.022095,60.413513
France,FRA,1981,133.02145,7.9579315,-155.34827,125.06349
France,FRA,1982,5.5162354,-4.6789093,-89.84241,10.19519
France,FRA,1983,97.03668,-3.2467346,-42.293457,100.28345
France,FRA,1984,122.392334,-10.894272,-46.45056,133.28659
France,FRA,1985,83.78192,-9.47583,-6.869995,93.25775
France,FRA,1986,86.96405,1.6825562,-27.149048,85.281494
France,FRA,1987,56.411377,24.16301,-10.637451,32.248352
France,FRA,1988,46.280212,17.902176,-12.712158,28.378052
France,FRA,1989,-8.691345,-89.30513,39.931885,80.61377
France,FRA,1990,49.79895,20.998215,29.532104,28.80072
France,FRA,1991,60.624023,11.651291,106.685425,48.972717
France,FRA,1992,53.913208,33.752655,-30.236206,20.160522
France,FRA,1993,72.17273,-12.223404,-71.64343,84.39618
France,FRA,1994,19.134888,42.422424,-54.33374,-23.287415
France,FRA,1995,33.36023,-15.58699,33.44397,48.947083
France,FRA,1996,37.315796,-19.743668,69.71118,57.05957
France,FRA,1997,-10.391724,-5.1225433,-30.200806,-5.269165
France,FRA,1998,-26.727661,-5.466095,94.24719,-21.261597
France,FRA,1999,49.379272,31.633362,3.9005127,17.74585
France,FRA,2000,42.223755,-17.131332,-3.1224365,59.355103
France,FRA,2001,32.37805,23.35556,5.73291,9.022583
France,FRA,2002,-4.4050293,-40.6761,-27.906128,36.270996
France,FRA,2003,-0.58081055,-4.733429,32.635498,4.15271
France,FRA,2004,13.807617,1.7964172,11.996826,12.011108
France,FRA,2005,-18.990479,-20.179977,0.42260742,1.1895752
France,FRA,2006,6.088379,17.54451,-31.35791,-11.456299
France,FRA,2007,-18.784058,17.28328,-35.995117,-36.06726
France,FRA,2008,23.08142,31.255295,-13.519287,-8.17395
France,FRA,2009,-97.90076,-10.964264,-74.03955,-86.93652
France,FRA,2010,65.463135,22.16687,22.297974,43.296265
France,FRA,2011,-9.63623,-39.385437,-106.78772,29.749268
France,FRA,2012,4.618286,56.39804,-2.874878,-51.779663
France,FRA,2013,30.0979,41.341705,0.7418213,-11.243774
France,FRA,2014,13.835449,-12.789276,-136.06873,26.624634
France,FRA,2015,-11.333862,-7.0317383,27.8396,-4.302246
France,FRA,2016,-76.56262,18.064728,29.34143,-94.6272
France,FRA,2017,-35.427124,-16.983612,15.017456,-18.443604
France,FRA,2018,83.6698,52.59613,-33.080566,31.07373
France,FRA,2019,-39.362305,-0.26086426,-19.62854,-39.10144
France,FRA,2020,-92.09155,25.474426,-179.74866,-117.56592
France,FRA,2021,54.185303,-6.6516113,98.3125,60.836914
Germany,DEU,1966,4.3284645,3.908512,3.3796387,0.4199522
Germany,DEU,1967,0.11687851,-2.6071358,-7.6865234,2.7240143
Germany,DEU,1968,2.2645264,0.72942734,198.71655,1.5350955
Germany,DEU,1969,-0.4217682,-9.419529,249.78735,8.99776
Germany,DEU,1970,18.651192,14.233185,172.58716,4.4180098
Germany,DEU,1971,-12.590286,-11.801456,45.13037,-0.7888279
Germany,DEU,1972,8.700233,-0.68058777,117.96582,9.380823
Germany,DEU,1973,13.425476,6.093338,203.70605,7.33214
Germany,DEU,1974,13.872971,7.1962967,-83.19971,6.67667
Germany,DEU,1975,25.906883,-1.5574303,-179.36646,27.46431
Germany,DEU,1976,6.298012,-9.01038,246.03857,15.308395
Germany,DEU,1977,44.207382,10.946041,-53.921387,33.261345
Germany,DEU,1978,9.961563,2.53294,135.0249,7.4286118
Germany,DEU,1979,23.707245,0.46517944,207.02441,23.242088
Germany,DEU,1980,13.698456,3.6962051,-157.37451,10.002243
Germany,DEU,1981,30.19928,1.9830399,-162.19849,28.216232
Germany,DEU,1982,24.69426,-0.5397644,-169.43677,25.234024
Germany,DEU,1983,6.4608154,-3.8592186,49.559814,10.320053
Germany,DEU,1984,74.13547,-0.36065292,74.343994,74.49611
Germany,DEU,1985,94.20914,-3.1857262,29.128662,97.39487
Germany,DEU,1986,-19.81955,3.311863,-15.833252,-23.13144
Germany,DEU,1987,36.644165,4.761833,-0.1418457,31.882324
Germany,DEU,1988,42.683655,-0.1486435,-28.096436,42.832306
Germany,DEU,1989,8.745483,-5.0192566,-54.32129,13.7647705
Germany,DEU,1990,-29.577148,-3.5543022,-37.97119,-26.022858
Germany,DEU,1991,-18.534058,-4.062763,-83.464355,-14.471313
Germany,DEU,1992,41.317505,8.969837,-122.6228,32.347656
Germany,DEU,1993,-12.791443,2.247406,-5.0197754,-15.038818
Germany,DEU,1994,-0.94577026,5.580509,-36.40869,-6.526306
Germany,DEU,1995,14.532135,6.303337,6.0908203,8.228821
Germany,DEU,1996,15.303345,-6.014908,115.747314,21.318237
Germany,DEU,1997,28.75232,4.023384,-81.41089,24.728943
Germany,DEU,1998,-18.656311,6.109543,-14.899414,-24.765839
Germany,DEU,1999,32.928772,9.0822525,-88.99951,23.846497
Germany,DEU,2000,25.722107,26.851479,-1.1035156,-1.1293335
Germany,DEU,2001,6.0151367,4.3505554,68.60498,1.6645508
Germany,DEU,2002,1.2485352,22.466377,-52.32495,-21.217865
Germany,DEU,2003,1.7478638,4.10083,-2.9997559,-2.3529663
Germany,DEU,2004,37.668213,35.049805,-38.246094,2.6184387
Germany,DEU,2005,11.293518,25.279694,-58.555176,-13.986145
Germany,DEU,2006,47.39099,38.421204,52.361816,8.969757
Germany,DEU,2007,-22.449524,53.18457,-146.50977,-75.634094
Germany,DEU,2008,29.4599,9.600952,11.776367,19.858978
Germany,DEU,2009,-35.029236,4.5500793,-207.45166,-39.579285
Germany,DEU,2010,38.873108,26.112244,116.09668,12.760742
Germany,DEU,2011,-34.7041,53.836884,-101.85962,-88.54089
Germany,DEU,2012,31.433655,55.56015,19.894775,-24.126587
Germany,DEU,2013,11.764221,19.01593,94.840576,-7.251663
Germany,DEU,2014,23.771667,25.713806,-184.24146,-1.9421539
Germany,DEU,2015,52.400208,67.709625,17.971191,-15.309372
Germany,DEU,2016,-18.876343,0.8996582,80.9668,-19.77594
Germany,DEU,2017,46.59552,69.09601,3.2563477,-22.50058
Germany,DEU,2018,15.963684,17.914978,-113.47754,-1.9512787
Germany,DEU,2019,42.447327,45.520203,-140.09521,-3.0728912
Germany,DEU,2020,3.8521118,31.487366,-266.6814,-27.6353
Germany,DEU,2021,-30.900085,-41.900757,110.11499,11.000732
Greece,GRC,1966,2.7470427,2.7470427,4.756836,0
Greece,GRC,1967,-0.20698881,-0.20698881,8.9546585,0
Greece,GRC,1968,-0.863441,-0.863441,4.604027,0
Greece,GRC,1969,2.0314512,2.0314512,3.5520935,0
Greece,GRC,1970,1.7180109,1.7180109,9.922806,0
Greece,GRC,1971,0.04731226,0.04731226,22.222717,0
Greece,GRC,1972,0.073924065,0.073924065,16.809845,0
Greece,GRC,1973,-1.342473,-1.342473,24.759613,0
Greece,GRC,1974,0.36666727,0.36666727,-4.362274,0
Greece,GRC,1975,-0.9817209,-0.9817209,24.333374,0
Greece,GRC,1976,-0.40215063,-0.40215063,21.18634,0
Greece,GRC,1977,0.12715101,0.12715101,7.9891205,0
Greece,GRC,1978,3.1521502,3.1521502,0.8403473,0
Greece,GRC,1979,1.7091398,1.7091398,-29.855255,0
Greece,GRC,1980,-0.47607517,-0.47607517,-1.4526672,0
Greece,GRC,1981,0.005914688,0.005914688,-4.5960083,0
Greece,GRC,1982,0.45537472,0.45537472,2.2101135,0
Greece,GRC,1983,-3.6104832,-3.6104832,4.7260895,0
Greece,GRC,1984,1.5435486,1.5435486,7.2953186,0
Greece,GRC,1985,-0.16854858,-0.16854858,11.941437,0
Greece,GRC,1986,1.2715054,1.2715054,-0.8019409,0
Greece,GRC,1987,-1.3424854,-1.3424854,22.042664,0
Greece,GRC,1988,-1.2241936,-1.2241936,14.744476,0
Greece,GRC,1989,-1.3779569,-1.3779569,22.847122,0
Greece,GRC,1990,-0.3843937,-0.3843937,10.627136,0
Greece,GRC,1991,3.932797,3.932797,0.23706055,0
Greece,GRC,1992,-2.6285195,-2.6285195,7.764618,0
