Entity,Code,Year,Solar (% growth),Coal (% growth),Gas (% growth),Nuclear (% growth),Oil (% growth),Wind (% growth),Hydro (% growth),Other renewables (% growth)
Malaysia,MYS,1999,,12.073946,13.820767,,-2.2668898,,69.441345,
Malaysia,MYS,2000,,28.144337,23.595285,,8.1200485,,-7.3887706,
Malaysia,MYS,2001,,19.509256,-3.6321044,,8.175051,,-13.268518,0.5589366
Malaysia,MYS,2002,,22.584988,1.3682485,,8.214176,,-10.731947,-29.558575
Malaysia,MYS,2003,,45.963753,7.7509046,,4.6373606,,-6.001842,2.9920936
Malaysia,MYS,2004,,24.755455,8.023381,,4.821372,,9.489191,38.381744
Malaysia,MYS,2005,,3.8751483,14.31061,,3.5772204,,7.7875495,2.8003335
Malaysia,MYS,2006,,5.937004,3.9894104,,-3.0199885,,5.260527,5.3103924
Malaysia,MYS,2007,,21.224998,3.9560795,,6.6505313,,-5.788392,21.765518
Malaysia,MYS,2008,,10.568547,7.7923894,,-4.2713046,,31.055904,4.868293
Malaysia,MYS,2009,,8.597422,-8.099651,,-0.7777631,,-11.745871,74.87905
Malaysia,MYS,2010,,39.10383,-4.995215,,0.86055994,,-7.6777935,-9.359592
Malaysia,MYS,2011,,-0.033843517,0.7738471,,2.1480322,,26.646746,21.741127
Malaysia,MYS,2012,,7.5142145,9.651863,,9.60623,,14.833677,-2.3331225
Mexico,MEX,1991,100,-3.2774627,5.289817,44.433094,4.1267514,0,-7.5801015,13.827324
Mexico,MEX,1992,50,1.126337,0.01193285,-7.6143384,1.1168361,0,18.51219,9.138608
Mexico,MEX,1993,33.333336,12.79229,0.30816793,25.822926,-0.18607378,0,-0.5921006,2.1088243
Mexico,MEX,1994,24.999989,20.848488,6.2714815,-14.033669,7.783258,399.99994,-23.949074,-4.326856
Mexico,MEX,1995,0,11.354101,1.9507408,99.17433,-6.787491,40.000008,36.146366,3.1505585
Mexico,MEX,1996,20.000004,14.660681,1.9161224,-6.6919327,2.3465753,-14.285713,13.542724,-3.58392
Mexico,MEX,1997,0,0.09647608,0.50866604,32.724045,3.2600403,100,-15.873551,-4.8719525
Mexico,MEX,1998,16.666676,2.2188425,6.4942,-11.390591,5.26495,25,-6.710964,4.340112
Mexico,MEX,1999,0,1.755321,0.9315491,7.954657,-0.9163737,13.333344,33.01505,-1.2801766
Mexico,MEX,2000,0,9.546625,6.28109,-17.80644,4.7276497,11.764693,1.1083245,4.928112
Mexico,MEX,2001,14.285719,9.82666,0.771904,6.142807,-1.6599953,-5.2631617,-14.0274105,-1.7479777
Mexico,MEX,2002,0,67.44331,13.479507,11.696327,-4.371214,16.666676,-12.567955,-2.8241217
Mexico,MEX,2003,0,-26.25689,8.3776,7.745111,2.624929,-9.523809,-20.149088,14.472807
Mexico,MEX,2004,12.499989,2.3241997,7.891631,-12.451285,4.063475,5.2631617,26.819122,4.4911385
Mexico,MEX,2005,0,26.210653,9.767246,17.522097,2.4222374,-5.000001,10.061216,12.058723
Mexico,MEX,2006,11.111116,7.321298,10.578072,0.5676627,-1.0214746,136.84213,9.877598,-7.989317
Mexico,MEX,2007,-10.000002,-8.110804,-2.1392047,-4.100007,3.8803577,451.11108,-10.204136,10.184145
Mexico,MEX,2008,111.111115,-10.6688385,5.1808,-5.9184847,-0.24462342,2.822578,43.468822,-4.287982
Mexico,MEX,2009,42.10527,1.8725991,8.620858,7.110405,-3.3874512,133.86383,-31.873167,-4.4210014
Mexico,MEX,2010,14.814806,23.693634,1.3438106,-44.01298,0.4340768,107.781555,39.053894,-1.3385236
Mexico,MEX,2011,32.258068,15.668715,7.213235,71.60712,1.6669512,33.0245,-2.3886383,-1.0626495
Mexico,MEX,2012,68.29268,-12.876564,4.018283,-13.079304,1.6142845,123.761604,-12.020075,-8.225804
Mexico,MEX,2013,53.623188,-0.69634914,5.622649,34.554268,-2.7716994,13.454223,-12.188286,8.302486
Mexico,MEX,2014,108.49056,-0.19412637,1.3540387,-17.988855,-4.5265617,53.569817,38.79706,-2.5350988
Mexico,MEX,2015,-8.507914,-0.19493699,2.4534106,19.633043,-1.1490643,36.085068,-20.572536,6.943321
Mexico,MEX,2016,24.767172,-2.043444,2.7816772,-8.723778,0.72580576,18.673336,-0.62860847,-0.29955506
Mexico,MEX,2017,370.3204,22.207535,3.6173582,2.9874444,-3.712201,2.328813,3.7472367,6.761813
Mexico,MEX,2018,168.0138,-10.866779,1.8042803,24.5525,-2.4393976,23.247456,2.0029664,-5.8552446
Mexico,MEX,2019,131.65619,-4.526067,0.44240952,-17.447943,-7.6777277,27.79559,-27.327526,-2.5619268
Mexico,MEX,2020,28.31825,-55.794918,-4.822832,-0.106304884,-23.8069,17.789507,14.093435,-5.6042433
Mexico,MEX,2021,25.97233,-3.2506764,5.369091,6.6663265,3.8040638,6.089914,28.909386,-1.8271744
Mexico,MEX,1966,,6.665504,5.53838,,4.7888637,,14.159989,
Mexico,MEX,1967,,22.70086,-14.001221,,7.1031094,,8.885157,
Mexico,MEX,1968,,4.828298,7.371366,,8.741701,,14.749932,
Mexico,MEX,1969,,1.3678908,24.02079,,5.6820393,,6.0433507,
Mexico,MEX,1970,,12.149882,2.2616982,,7.523632,,11.927498,
Mexico,MEX,1971,,25.543344,3.9322734,,6.04589,,-2.8857112,
Mexico,MEX,1972,,10.523248,6.935835,,12.603545,,6.5811157,
Mexico,MEX,1973,,7.2045684,10.801864,,7.015753,,5.4085374,
Mexico,MEX,1974,,10.476828,5.2149177,,12.966704,,2.058518,187.57765
Mexico,MEX,1975,,14.861214,1.7370105,,10.345316,,-9.13335,11.879051
Mexico,MEX,1976,,-23.25877,-1.9296825,,10.153257,,13.654316,11.776054
Mexico,MEX,1977,,43.834484,5.543971,,3.2164097,,11.231542,2.2452474
Mexico,MEX,1978,,4.263091,25.779713,,12.5872135,,-15.505659,1.0135055
Mexico,MEX,1979,,-1.7597795,21.393835,,7.316971,,11.043966,70.401344
Mexico,MEX,1980,,1.2545466,7.3980927,,11.472261,,-6.097287,-10.206085
Mexico,MEX,1981,,-11.610186,8.418381,,9.473907,,45.582497,5.355191
Mexico,MEX,1982,,19.759178,7.512617,,3.542769,,-6.8811474,34.43984
Mexico,MEX,1983,,13.846612,3.170383,,-2.5655806,,-9.557671,4.398155
Mexico,MEX,1984,,0.2847433,0.14386177,,5.851531,,13.842667,5.247593
Mexico,MEX,1985,,8.399558,2.492559,,4.1445613,,20.439316,15.238762
Mexico,MEX,1986,,10.264433,-11.027688,,1.2391925,,-25.080793,106.82511
Mexico,MEX,1987,,-3.2893062,1.7644763,,4.8694253,,-9.448558,30.170895
Mexico,MEX,1988,,-5.3536534,1.7464638,,-0.24583936,,13.227331,4.866445
Mexico,MEX,1989,,10.692919,-2.2208333,,7.013881,,16.111315,0.9065509
Mexico,MEX,1990,,-0.8395016,8.150757,689.5161,4.442036,,-3.4442067,9.604275
Middle Africa (BP),,2002,743.75,-4.3984833,26.185966,,24.052502,,0.965786,0
Middle Africa (BP),,2003,44.938267,3.780663,6.3901424,,9.998405,,3.524673,0
Middle Africa (BP),,2004,42.078365,167.4375,147.76237,,-9.159792,,15.882147,0
Middle Africa (BP),,2005,50.599525,19.384968,-3.182137,,-1.4374912,,2.91816,14.285719
Middle Africa (BP),,2006,30.334389,27.209484,1.835835,,20.658243,,8.194435,8024.999
Middle Africa (BP),,2007,174.09894,9.335506,-6.208539,,12.015831,,-3.3284426,-87.07693
Middle Africa (BP),,2008,73.90239,-15.212196,3.6023378,,12.354732,,7.0575833,1.1904836
Middle Africa (BP),,2009,31.846725,28.49065,-11.956591,,11.85441,,-0.4436016,-7.058823
Middle Africa (BP),,2010,31.405521,1.8348694,57.69062,,4.1571736,,4.1821957,-15.189875
Middle Africa (BP),,2011,22.745764,-8.933937,4.0612817,,7.657063,,1.7534971,4.477608
Middle Africa (BP),,2012,20.90515,-61.589085,23.527325,,9.641314,,-1.118499,4.285717
Middle Africa (BP),,2013,17.360306,-34.58342,10.111559,,12.93372,,15.027988,6.8493247
Middle Africa (BP),,2014,20.568253,-43.177914,-1.9219339,,5.886364,,6.147635,5.128205
Middle Africa (BP),,2015,15.181934,-14.243496,8.794201,,-3.0734062,,1.9819498,-45.12195
Middle Africa (BP),,2016,18.095362,315.9892,27.720905,,-7.7205715,,4.8360467,6.6666603
Middle Africa (BP),,2017,17.42282,249.5286,-1.3234675,,-6.880718,0,12.456787,2.033329
Middle Africa (BP),,2018,54.143883,15.341973,1.1348248,,-0.0051915646,0,13.337803,3.3608317
Middle Africa (BP),,2019,0,-43.08125,-8.2892475,,4.9156427,0,6.8742394,3.8876414
Middle Africa (BP),,2020,1.8097758,19.56532,4.5588017,,-8.839071,0.2739668,8.488774,0.2739668
Middle Africa (BP),,2021,-0.031858683,-15.41121,16.193926,,7.2946787,-0.27321577,2.0951629,-0.27321577
Middle Africa (BP),,1966,,10.357356,0,,1.3572454,,4.015243,
Middle Africa (BP),,1967,,-4.568231,53.364265,,1.6438127,,-6.03469,
Middle Africa (BP),,1968,,9.50644,47.50378,,2.7383804,,4.316175,
Middle Africa (BP),,1969,,7.4070215,-3.8974345,,2.6367784,,8.673978,
Middle Africa (BP),,1970,,-4.869133,143.64993,,1.3391256,,11.582565,
Middle Africa (BP),,1971,,3.6827564,128.73416,,15.795553,,6.6803813,
Middle Africa (BP),,1972,,-4.862106,17.745422,,4.3025494,,2.3121357,
Middle Africa (BP),,1973,,1.5063047,238.83769,,3.710854,,8.399248,
Middle Africa (BP),,1974,,-1.8629253,14.575529,,3.2217264,,-1.8241823,
Middle Africa (BP),,1975,,-2.212578,-61.96587,,-2.6187778,,9.838963,
Middle Africa (BP),,1976,,7.524681,-69.22568,,2.5033355,,-3.737712,
Middle Africa (BP),,1977,,1.1343002,56.764507,,7.3731303,,2.6276112,
Middle Africa (BP),,1978,,-6.393862,2.4429202,,18.176247,,0.4729271,
Middle Africa (BP),,1979,,-10.300219,-6.775135,,0.65852404,,2.2398949,
Middle Africa (BP),,1980,,11.48299,150.13152,,0.70677996,,5.3976893,
Middle Africa (BP),,1981,,1.7236233,17.107904,,5.7433486,,5.618322,
Middle Africa (BP),,1982,,-3.5209954,14.2658825,,-7.0498586,,4.107249,
Middle Africa (BP),,1983,,-1.9705057,7.3423266,,14.193201,,5.6027412,
Middle Africa (BP),,1984,,1.9754171,-3.7993193,,-9.4773,,4.617977,
Middle Africa (BP),,1985,,-0.28381348,13.528848,,12.210584,,13.391209,
Middle Africa (BP),,1986,,1.8315434,14.000249,,-4.059881,,3.2039285,
Middle Africa (BP),,1987,,1.4324665,15.359127,,2.1487355,,0.16953945,
Middle Africa (BP),,1988,,0.92009306,19.633091,,5.6132317,,1.586628,
Middle Africa (BP),,1989,,2.7281284,-22.982496,,1.6552925,,19.179512,
Middle Africa (BP),,1990,,0.9794116,23.98814,,-8.715094,,-10.117072,
Middle Africa (BP),,1991,,-76.438835,6.504464,,-4.766679,,-3.0326605,166.66667
Middle Africa (BP),,1992,,0.02887249,-2.3492277,,-0.36371946,,8.470333,0
Middle Africa (BP),,1993,,-83.528336,-0.70183873,,3.6108017,,-5.6187034,0
Middle Africa (BP),,1994,,-21.451586,-6.7852497,,-1.4705241,,-4.709685,12.499989
Middle Africa (BP),,1995,,745.4007,11.6685505,,-2.948302,,11.292637,0
Middle Africa (BP),,1996,,2.1723151,-1.3014495,,0.4557848,,0.33236742,-22.222216
Middle Africa (BP),,1997,,1.7643213,2.0524383,,3.371966,,-6.7083836,0
Middle Africa (BP),,1998,,5.544114,3.3720136,,-5.4788055,,-2.1009982,0
Middle Africa (BP),,1999,,-28.76262,-3.0011594,,5.833876,,4.0705323,0
Middle Africa (BP),,2000,,-14.4113245,4.358864,,12.591469,,10.076475,0
Middle Africa (BP),,2001,,-27.1379,-7.2763023,,3.2538772,,2.2691727,0
Middle East (BP),,2007,0,1.306963,8.545494,,2.5684,11.19082,-5.4802775,66.666664
Middle East (BP),,2008,3409,-2.747178,10.179413,,7.3190928,35.548378,-48.73613,60.000015
Middle East (BP),,2009,876.432,-0.67639947,2.893281,,1.5764475,14.469301,-11.49789,216.875
Middle East (BP),,2010,185.29753,4.790139,9.697044,,3.5363555,-24.199587,43.52808,58.1854
Middle East (BP),,2011,131.8788,2.1843195,4.727459,,3.9295673,23.038948,4.976511,171.62593
Middle East (BP),,2012,90.10724,17.280388,3.148377,1255.6951,4.209578,31.654036,17.263687,0.7344723
Middle East (BP),,2013,60.44568,-6.921238,2.9974818,193.12961,2.9215097,-20.152729,9.820854,-16.496235
Middle East (BP),,2014,89.03722,0.3950715,5.6867957,-4.367858,1.9963741,-6.875217,-15.169353,46.495377
Middle East (BP),,2015,40.697742,-6.700933,7.131386,-14.108926,-1.030165,27.785576,-15.925479,-21.233475
Middle East (BP),,2016,51.189198,-7.5940967,4.5543313,85.22594,1.667273,100.64935,20.149792,53.300167
Middle East (BP),,2017,27.51299,-1.2179792,3.1274557,7.465267,0.28380156,40.82966,2.3269057,1.6165614
Middle East (BP),,2018,52.63784,-3.8121164,2.5323153,-1.03814,1.1110306,85.05041,-38.00533,4.4325233
Middle East (BP),,2019,87.67533,3.2403111,2.6874304,-6.894946,-1.8866479,10.242701,217.41406,4.7810316
Middle East (BP),,2020,24.739515,-8.582992,2.3453593,24.07645,-7.8805327,62.04246,-30.733227,3.7888765
Middle East (BP),,2021,20.079576,-6.839478,3.320825,77.0262,3.8264394,10.503793,-30.586714,11.846781
Middle East (BP),,1966,,9.530687,21.927048,,2.512157,,8.536744,
Middle East (BP),,1967,,10.186124,18.803429,,4.4021726,,11.102366,
Middle East (BP),,1968,,9.957945,29.66969,,2.9977202,,8.920992,
Middle East (BP),,1969,,10.280144,19.49842,,4.0174484,,10.216177,
Middle East (BP),,1970,,10.0006695,10.614384,,6.119561,,5.4097652,
Middle East (BP),,1971,,-28.82498,11.867868,,7.205057,,4.895973,
Middle East (BP),,1972,,54.02119,12.886596,,6.3800097,,21.685446,
Middle East (BP),,1973,,68.93716,21.099209,,8.474075,,-17.918968,
Middle East (BP),,1974,,8.649433,5.3477526,,6.329918,,28.410685,
Middle East (BP),,1975,,84.21879,12.500429,,-4.2725205,,12.967741,
Middle East (BP),,1976,,-1.411891,7.706952,,14.084578,,16.259396,
Middle East (BP),,1977,,1.1579752,16.613651,,13.49169,,12.22384,
Middle East (BP),,1978,,-38.54172,9.262026,,4.717481,,38.23581,
Middle East (BP),,1979,,43.60695,35.440872,,13.039148,,-2.0018578,
Middle East (BP),,1980,,5.368328,0.07919073,,-4.2150555,,0.69544315,
Middle East (BP),,1981,,-16.132944,8.338606,,9.257019,,5.4907203,
Middle East (BP),,1982,,89.254364,11.799633,,9.601617,,3.8330317,
Middle East (BP),,1983,,21.544695,2.3069859,,11.857403,,-3.6300838,
Middle East (BP),,1984,,15.356898,28.416718,,9.39101,,1.4912128,
Middle East (BP),,1985,,5.084014,7.9131365,,5.0362945,,0.623858,
Middle East (BP),,1986,,6.704211,21.061218,,-0.55457354,,6.141031,
Middle East (BP),,1987,,3.9099097,9.65426,,5.085957,,25.597977,
Middle East (BP),,1988,,-1.957196,11.25927,,3.7264824,,2.7596116,
Middle East (BP),,1989,,-2.913171,12.795961,,2.7437449,,-11.714107,
Middle East (BP),,1990,,3.6805868,5.500543,,3.2086015,,20.985937,
Middle East (BP),,1991,,16.27214,4.6185017,,3.4392715,0,-27.918589,
Middle East (BP),,1992,,13.161111,14.287912,,6.368828,0,61.929047,
Middle East (BP),,1993,,16.969538,-6.3178835,,6.9850326,0,12.4511,
Middle East (BP),,1994,,4.6269655,15.686131,,9.907174,0,-17.444098,
Middle East (BP),,1995,,6.50295,9.968006,,-0.5348742,0,12.706804,
Middle East (BP),,1996,,17.750061,4.27382,,2.2126436,0,0.24484396,
Middle East (BP),,1997,,7.4605346,5.707085,,5.1047683,200,-14.821184,
Middle East (BP),,1998,,8.722782,7.9269648,,-0.48039556,0,8.058643,
Middle East (BP),,1999,,-2.3034155,6.6755414,,-0.2414465,1166.6666,-31.431341,
Middle East (BP),,2000,,8.362937,5.93822,,5.0458193,3.9473772,-9.142184,
Middle East (BP),,2001,,12.551844,6.296897,,4.260528,18.22784,8.352959,66.666664
Middle East (BP),,2002,,4.9075007,10.14607,,2.3329377,-5.139184,44.811295,0
Middle East (BP),,2003,,4.3800592,5.001378,,3.3584118,-3.8374782,9.871101,20.000004
Middle East (BP),,2004,,1.6171455,10.224843,,6.7236543,44.13146,24.873579,0
Middle East (BP),,2005,,1.766336,7.2095037,,4.059601,40.065147,3.620696,-16.666668
Middle East (BP),,2006,,-0.12356043,5.8508754,,4.1642904,62.093018,18.129026,20.000004
Morocco,MAR,2003,0,-3.5768986,-4.166639,,0.05481243,4.5899987,71.22466,
Morocco,MAR,2004,0,10.615408,28.260862,,15.538586,-1.9230783,10.37575,
Morocco,MAR,2005,0,4.8618793,554.23724,,8.6651325,3.7204623,-39.37661,
Morocco,MAR,2006,0,1.6859889,24.09327,,1.4074087,-11.197287,1.8451333,
Morocco,MAR,2007,0,-16.251808,12.805843,,4.6198606,52.237988,-8.193386,
Morocco,MAR,2008,0,13.352383,-1.2473643,,10.249352,6.9200516,1.529932,
Morocco,MAR,2009,0,-26.154625,9.853828,,1.0468841,31.153584,180.44333,
Morocco,MAR,2010,0,3.0041814,8.011187,,11.209345,68.44797,35.023163,
Morocco,MAR,2011,0,6.8193316,26.573908,,6.7021847,5.069828,-42.17083,
Morocco,MAR,2012,0.2702713,1.5728474,33.740852,,0.6206989,5.171907,-18.669588,
Morocco,MAR,2013,-0.26954412,-0.7638514,-3.0354083,,1.1484861,66.881874,70.754135,
Morocco,MAR,2014,0,34.528255,-3.083527,,-4.727471,58.35048,-41.206463,
Morocco,MAR,2015,5543.006,10.102987,1.8224478,,-2.132082,30.959558,15.1215315,
Morocco,MAR,2016,6943.859,-3.6377132,1.6248703,,2.4392128,19.079935,-33.384617,
Morocco,MAR,2017,3.4371138,3.9449215,-0.77599883,,5.862808,1.159966,-5.6532564,
Morocco,MAR,2018,128.78761,15.664506,-9.624279,,-2.3785114,26.552546,42.941307,
Morocco,MAR,2019,66.44253,29.377783,-5.2399516,,1.4876842,22.351063,-25.431145,
Morocco,MAR,2020,-3.8969278,0.40240288,-21.978205,,-12.776298,-2.2833586,-31.291557,
Morocco,MAR,2021,19.763529,9.79259,0.6410837,,11.505556,11.2106085,-5.685556,
Morocco,MAR,1966,,53.327538,0,,43.021072,,-13.107997,
Morocco,MAR,1967,,-0.42170286,0,,9.864891,,-11.574954,
Morocco,MAR,1968,,-10.1327305,0,,9.739601,,13.519311,
Morocco,MAR,1969,,-0.06895661,0,,8.247673,,29.300571,
Morocco,MAR,1970,,14.6586895,0,,4.6693206,,-1.6081929,
Morocco,MAR,1971,,4.624343,3.244102,,5.537379,,12.927198,
Morocco,MAR,1972,,23.590612,8.313047,,6.399095,,4.999995,
Morocco,MAR,1973,,-0.92316866,25.04599,,19.5984,,-25.313282,
Morocco,MAR,1974,,-0.9630799,14.73819,,7.2173953,,12.164426,
Morocco,MAR,1975,,13.661707,-11.531925,,3.5179496,,-24.008972,
Morocco,MAR,1976,,8.499968,11.840593,,9.199858,,-1.7716527,
Morocco,MAR,1977,,-5.564636,8.934557,,12.763655,,36.773537,
Morocco,MAR,1978,,0.8078575,-5.5867553,,7.2536707,,3.7362695,
Morocco,MAR,1979,,-2.4580002,-7.396686,,13.410509,,11.723161,
Morocco,MAR,1980,,-4.145813,-12.237417,,1.3124347,,-4.2351484,
Morocco,MAR,1981,,6.240988,28.388596,,-1.6569257,,-32.40924,
Morocco,MAR,1982,,11.40641,-7.2095337,,5.250776,,-44.140625,
Morocco,MAR,1983,,23.872684,5.5927873,,1.0226607,,-15.909094,
Morocco,MAR,1984,,-14.116234,-0.12318492,,3.995502,,-23.908525,
Morocco,MAR,1985,,32.11601,13.007426,,-0.41997433,,32.78688,
Morocco,MAR,1986,,35.8006,-3.1910777,,-1.7356277,,32.304527,
Morocco,MAR,1987,,16.017782,-18.737883,,-0.030899048,,28.304815,
Morocco,MAR,1988,,-1.3422787,2.1846771,,6.8920374,,13.454544,
Morocco,MAR,1989,,10.398447,-26.127779,,9.747017,,23.611105,
Morocco,MAR,1990,,-3.5211205,-7.4876127,,3.4998298,,5.4451227,
Morocco,MAR,1991,,8.941603,-35.997356,,0.108897686,,0.49179792,
Morocco,MAR,1992,,-7.286435,-34.291183,,17.99681,,-21.37031,
Morocco,MAR,1993,,9.214091,-2.2414982,,1.7286777,,-54.045643,
Morocco,MAR,1994,,11.497105,-2.298522,,8.7169285,,89.61625,
Morocco,MAR,1995,,21.142447,-36.709732,,-5.3034124,,-27.261902,
Morocco,MAR,1996,,27.985298,27.14696,,-5.7258606,,220.2946,
Morocco,MAR,1997,,-4.7368407,84.33177,,6.351781,,6.438422,
Morocco,MAR,1998,,19.286776,9.748709,,-0.8960366,,-14.6903515,
Morocco,MAR,1999,,-4.3789444,16.55364,,10.184849,,-53.57344,
Morocco,MAR,2000,,18.229855,15.178692,,-6.4695597,,-12.969696,
Morocco,MAR,2001,,27.113605,-1.0738373,,0.185287,221.56248,20.097494,
Morocco,MAR,2002,,-0.5567074,20.973074,,4.064131,-5.7823124,-2.354163,
Netherlands,NLD,1993,0,0.89286566,2.8478146,3.8947344,-1.1912227,18.367338,-23.333328,14.760637
Netherlands,NLD,1994,-99,6.489682,-3.4240603,0.48125982,-0.6307304,36.78162,8.69565,8.806491
Netherlands,NLD,1995,9900.001,3.3240914,2.7202845,1.2856126,5.522716,33.19328,-12,8.306705
Netherlands,NLD,1996,100,-3.4852505,10.82443,3.5340905,-0.021958351,37.854885,-9.090912,29.400206
Netherlands,NLD,1997,0,-2.777779,-6.302601,-42.115383,3.8830519,8.69565,14.999998,11.17022
Netherlands,NLD,1998,75,1.9999981,-1.2522161,58.18485,1.187396,34.736835,22.076082,8.700001
Netherlands,NLD,1999,50.57143,-12.324929,-2.297163,0.50200224,1.919496,0.78125,-19.642948,12.454212
Netherlands,NLD,2000,46.299805,3.8338542,0.27860403,2.3769617,1.4373064,28.527142,57.777916,12.573469
Netherlands,NLD,2001,69.3904,6.461537,2.0193815,1.3615727,4.841006,-0.48251152,-17.605495,17.128992
Netherlands,NLD,2002,30.474735,0.5780339,-1.0096252,-1.4859676,0.45756102,14.666664,-6.5527916,23.270153
Netherlands,NLD,2003,80.39907,3.4482837,0.6911278,2.6689172,0.14795065,39.32346,-34.307163,-12.358057
Netherlands,NLD,2004,7.8074217,-1.3888955,2.3857117,-4.877347,4.6046495,41.654026,32.918655,30.514694
Netherlands,NLD,2005,3.1955361,-4.507041,-2.8638303,4.5902014,6.152153,10.712374,-8.076715,58.702805
Netherlands,NLD,2006,2.9942393,-4.7197638,-3.973472,-13.208824,-0.4127562,32.26899,19.544315,-1.567626
Netherlands,NLD,2007,1.3882995,8.978331,-2.5190115,21.066057,2.9004335,25.713242,1.7119884,-22.482056
Netherlands,NLD,2008,8.89616,-5.397731,4.0801764,-0.74813366,-4.9087706,23.896801,-6.542057,26.242851
Netherlands,NLD,2009,14.284241,-5.7057085,2.4002671,1.905632,-4.469222,7.6320887,-2.7779996,20.226812
Netherlands,NLD,2010,33.750343,0.63694715,13.056623,-6.571192,1.8585205,-12.87877,7.14345,15.497553
Netherlands,NLD,2011,68.80426,-1.3607681,-12.469554,4.32353,1.208961,27.726006,-45.280178,0.36133528
Netherlands,NLD,2012,152.88307,9.881294,-4.0179195,-5.4594874,-5.0480423,-2.3203492,83.13684,1.694715
Netherlands,NLD,2013,103.30794,0.05840063,-0.43840408,-26.153946,-4.9832287,12.953461,9.506845,-17.346943
Netherlands,NLD,2014,52.115143,10.621536,-11.860794,41.525627,-4.5886993,3.0243754,-2.0881474,-15.801441
Netherlands,NLD,2015,42.910706,22.184134,-1.1361837,-0.32422543,-2.3801506,30.230082,-16.90864,-1.6592741
Netherlands,NLD,2016,39.046955,-7.297075,3.1461358,-2.8877378,3.1938672,8.219803,8.613003,-0.51561
Netherlands,NLD,2017,41.356422,-10.316717,2.6629925,-14.084869,-3.791833,29.353846,-39,-6.2233686
Netherlands,NLD,2018,68.27503,-10.15321,-1.6471684,3.3002973,2.5031686,-0.19198656,18.032778,-0.6103456
Netherlands,NLD,2019,45.561504,-22.312141,4.296446,11.237669,-1.8159091,9.095276,2.777779,27.189552
Netherlands,NLD,2020,62.327946,-35.974705,-2.3411095,4.5428634,-8.594173,33.291862,-37.837837,52.171265
Netherlands,NLD,2021,30.47347,36.257996,-3.004229,-6.390679,0.22035837,16.656887,91.30436,22.05479
Netherlands,NLD,1966,,-8.894878,90.74074,,8.439505,,,
Netherlands,NLD,1967,,-3.8461566,76.69902,,2.2093415,,,
Netherlands,NLD,1968,,-5.2307663,68.131874,,7.8640223,,,
Netherlands,NLD,1969,,-14.935064,47.38562,1025,9.068144,,,
Netherlands,NLD,1970,,-26.71755,40.79822,16.825401,11.19486,,,
Netherlands,NLD,1971,,-24.479168,30.708658,10.05435,-1.2218475,,,
Netherlands,NLD,1972,,-14.482755,30.120491,-19.506174,11.5575075,,,
Netherlands,NLD,1973,,1.6129136,11.203694,239.87732,3.2062054,,,
Netherlands,NLD,1974,,-4.7619104,6.411338,195.7581,-14.26469,,,
Netherlands,NLD,1975,,-15.83333,4.3035865,1.7699122,-1.3959825,,,
Netherlands,NLD,1976,,24.752474,3.8259625,16.101944,12.53928,,,8.5927725
Netherlands,NLD,1977,,4.7618985,0.36127567,-4.1838827,-4.0259895,,,-0.5733967
Netherlands,NLD,1978,,14.393938,0.21598339,9.433961,2.169156,,,39.677048
Netherlands,NLD,1979,,-4.635769,-0.431031,-14.064037,7.7459693,,,-8.670521
Netherlands,NLD,1980,,15.972221,-8.585864,20.378326,-6.477088,,,-7.414097
Netherlands,NLD,1981,,10.778451,-4.8145294,-12.9047575,-6.9346485,,,5.9570312
Netherlands,NLD,1982,,15.675676,-4.4776144,6.5336227,-12.603485,,,-75.576035
Netherlands,NLD,1983,,3.2710314,6.944442,-7.9035163,-5.235833,,,-12.83018
Netherlands,NLD,1984,,20.814478,6.250012,3.3992767,-1.2806714,,,-92.64069
Netherlands,NLD,1985,,-0.37453175,5.423987,5.0660133,1.1859298,,,2494.1174
Netherlands,NLD,1986,,3.0075192,-0.28984547,8.130288,10.879623,,0,25.396812
Netherlands,NLD,1987,,5.47446,3.19767,-15.654654,0.716424,100,-66.666664,26.943958
Netherlands,NLD,1988,,19.723177,-9.577465,3.346455,6.104362,700,100,18.945862
Netherlands,NLD,1989,,-0.86705685,2.5701046,9.360552,-1.3271928,43.74999,1750,7.784426
Netherlands,NLD,1990,,6.7055464,0.60744286,-12.863898,3.784871,143.47827,129.72972,-25.555552
Netherlands,NLD,1991,,-7.9234896,11.584902,-4.9400387,-4.006827,57.142853,22.352945,11.9403
Netherlands,NLD,1992,,-0.29674768,-2.6242793,14.14839,4.99382,67.04545,15.384615,0.26665926
New Zealand,NZL,2008,1.4598489,24.093008,-7.3711753,,1.3375401,13.827372,-5.470109,14.903128
New Zealand,NZL,2009,3.8848877,-23.10124,2.8012395,,-4.55696,39.491726,8.368349,14.092958
New Zealand,NZL,2010,6.6482186,-14.596814,9.021271,,0.11087656,10.885143,2.102065,18.38175
New Zealand,NZL,2011,7.7926636,1.2299418,-8.099836,,3.0325413,19.548489,1.5536427,4.972744
New Zealand,NZL,2012,16.867018,24.60022,11.018551,,-1.4588356,6.2321424,-8.817017,3.593552
New Zealand,NZL,2013,38.595726,-11.81196,5.4163814,,1.4279485,-2.7570844,0.57833195,5.448854
New Zealand,NZL,2014,180.0507,-7.6499643,11.101437,,1.6942859,9.365261,5.59721,10.357798
New Zealand,NZL,2015,95.51739,0.99087954,-8.167702,,3.9985418,6.914997,0.8713007,7.128525
