Entity,Code,Year,Solar (% growth),Coal (% growth),Gas (% growth),Nuclear (% growth),Oil (% growth),Wind (% growth),Hydro (% growth),Other renewables (% growth)
Brazil,BRA,1993,,3.0248523,17.1435,-74.872086,4.020083,,5.2484274,1.1071682
Brazil,BRA,1994,,2.6539683,9.210992,-87.55656,6.746185,,3.2501698,8.111787
Brazil,BRA,1995,,4.871762,10.36731,4480.0005,4.38056,,4.614651,3.8141847
Brazil,BRA,1996,,3.1869054,10.17598,-3.6522448,6.3803673,,4.6726227,20.71904
Brazil,BRA,1997,,0.59958696,8.671951,30.572712,7.4995875,100,4.9678326,9.273922
Brazil,BRA,1998,,-2.0500839,4.8009872,3.0293584,4.2422056,24.999989,4.4796705,1.7113805
Brazil,BRA,1999,,1.262188,18.66318,21.80704,1.526761,-59.999996,0.5252719,11.602163
Brazil,BRA,2000,,6.610143,24.607706,52.02414,-1.4137864,-50,3.8918138,-6.2158465
Brazil,BRA,2001,,-1.5831828,26.602983,136.17267,1.6577244,3389.9998,-11.999554,14.449286
Brazil,BRA,2002,,-3.2110333,18.150938,-3.1024575,-1.8343866,74.78511,6.800163,13.745093
Brazil,BRA,2003,,3.7555337,11.924839,-3.4547627,-3.050828,0,6.824374,16.31422
Brazil,BRA,2004,,4.8442006,18.927406,-13.078302,3.1663775,0,4.96732,4.881203
Brazil,BRA,2005,,-3.5569966,4.164231,-15.123594,2.0828485,52.29508,5.1932454,8.944917
Brazil,BRA,2006,,-1.3969839,5.1804066,39.564693,1.9513607,155.11304,3.363037,9.232033
Brazil,BRA,2007,,5.9726834,2.9847026,-10.210335,3.9660335,179.65479,7.2274327,21.67492
Brazil,BRA,2008,,1.4319301,17.701649,13.10811,4.304135,78.490105,-1.1921287,9.537565
Brazil,BRA,2009,,-19.31227,-19.454788,-7.241827,-0.7932246,4.649198,5.7992935,15.61495
Brazil,BRA,2010,,30.176723,33.42346,12.087334,9.311163,75.81244,3.1463265,39.633476
Brazil,BRA,2011,,6.8225503,-0.33851862,7.823503,6.1025977,24.268173,6.2096953,2.149701
Brazil,BRA,2012,,-1.0426104,18.53156,2.4204373,3.4879923,86.70727,-3.0328631,9.613001
Bulgaria,BGR,2010,400,8.474469,10.134459,-0.045883656,-10.733056,187.34177,45.73487,337.5
Bulgaria,BGR,2011,573.3334,17.611397,14.48859,6.984067,-4.53909,26.431715,-42.31758,60.000004
Bulgaria,BGR,2012,705.94055,-14.569539,-6.8059564,-3.242612,3.6082864,41.811836,10.5930805,17.857134
Bulgaria,BGR,2013,67.199005,-14.052802,-3.395909,-10.22349,-7.5642643,12.530708,26.4724,69.26212
Bulgaria,BGR,2014,-8.008814,6.836951,-0.6625712,11.963892,8.092761,-3.1295478,12.867653,79.73915
Bulgaria,BGR,2015,10.463262,3.2292604,9.655905,-3.0728042,12.309801,9.090912,22.931587,34.559643
Bulgaria,BGR,2016,0.21692514,-13.132572,4.156184,2.5797486,0.89274645,-1.85951,-30.365658,30.878471
Bulgaria,BGR,2017,1.2240171,7.211268,2.8351545,-1.4601052,4.659426,5.548346,-28.257149,11.981142
Bulgaria,BGR,2018,-4.2901993,-10.638261,-5.9348464,3.7295818,-0.32382607,-12.36257,81.97986,297.23267
Bulgaria,BGR,2019,7.4267864,-6.893259,-6.353116,2.6667356,4.4201493,-0.08519292,-42.37336,15.756548
Bulgaria,BGR,2020,2.658987,-18.269217,3.171277,0.42563677,-10.621762,12.158764,-3.2568216,-6.671202
Bulgaria,BGR,2021,0.5886078,25.642216,13.05703,-0.8642137,5.2467465,-2.9725492,59.016754,-0.2732277
Bulgaria,BGR,1966,,3.1187654,49.180317,,14.088011,,0.49999952,
Bulgaria,BGR,1967,,8.588064,204.39563,,25.761545,,0.59702396,
Bulgaria,BGR,1968,,8.638668,53.06859,,18.519138,,-35.459946,
Bulgaria,BGR,1969,,0.5346775,4.0094256,,22.78868,,40.91954,
Bulgaria,BGR,1970,,9.382259,-9.750568,,16.17074,,17.020119,
Bulgaria,BGR,1971,,-1.2965918,-21.654343,,9.986746,,0.836432,
Bulgaria,BGR,1972,,3.0693412,-32.626457,,3.9916754,,-3.456223,
Bulgaria,BGR,1973,,0.77205896,0.74819326,,5.4446936,,22.673023,
Bulgaria,BGR,1974,,-1.7025471,117.90013,,3.9869785,,-19.066149,
Bulgaria,BGR,1975,,4.8373103,165.57173,175.2155,5.995989,,17.932701,
Bulgaria,BGR,1976,,-6.78547,74.89326,95.340645,3.9198875,,20.423973,
Bulgaria,BGR,1977,,-0.40510893,27.60396,17.939472,3.9595962,,19.465137,
Bulgaria,BGR,1978,,6.6226006,6.6814065,0.44187307,2.9622912,,-17.56872,
Bulgaria,BGR,1979,,3.111589,6.985998,4.568529,3.0370712,,13.819194,
Bulgaria,BGR,1980,,4.89074,28.534199,-0.24271607,2.1419883,,12.141347,
Bulgaria,BGR,1981,,1.5432119,8.7797165,47.91566,-10.86815,,-2.558577,
Bulgaria,BGR,1982,,5.0586224,10.658133,17.841864,-3.0961335,,-15.6992855,
Bulgaria,BGR,1983,,-0.3823161,5.0788283,14.628696,-3.427899,,9.934425,
Bulgaria,BGR,1984,,0.15559196,5.1411033,3.3852935,-3.971845,,-2.7736366,
Bulgaria,BGR,1985,,4.370332,9.072065,3.1095386,-7.5954733,,-31.380367,
Bulgaria,BGR,1986,,2.7882576,-0.6942153,-8.080112,5.409932,,3.9785385,
Bulgaria,BGR,1987,,-0.08687973,11.518133,3.0323148,-3.9107919,,9.071362,
Bulgaria,BGR,1988,,-6.840581,-2.858317,28.899979,6.170714,,2.3255825,
Bulgaria,BGR,1989,,2.0638824,2.9428601,-9.13288,-2.451843,,3.6594748,
Bulgaria,BGR,1990,,-16.070574,6.04856,0.67965984,-7.74979,,-30.211819,
Bulgaria,BGR,1991,,-10.614657,-15.548057,-10.098875,-33.527832,,29.978693,
Bulgaria,BGR,1992,,5.156374,-11.458677,-12.378639,-10.970652,,-15.485459,
Bulgaria,BGR,1993,,7.665086,-6.951213,20.95741,8.268619,,-5.86524,
Bulgaria,BGR,1994,,-8.454603,0.03876686,9.747374,-5.3025007,,-24.407827,
Bulgaria,BGR,1995,,0.012433529,20.692957,12.559498,3.042376,,57.629417,
Bulgaria,BGR,1996,,-0.42570233,2.16285,4.756391,-8.076668,,26.145208,
Bulgaria,BGR,1997,,14.02781,-20.222145,-1.830554,-20.846008,,-5.6526184,
Bulgaria,BGR,1998,,-4.7563553,-16.329552,-4.7997236,5.3394675,,12.454605,
Bulgaria,BGR,1999,,-17.657763,-13.359552,-6.420499,-9.152931,,-11.107522,
Bulgaria,BGR,2000,,-7.6458573,8.91906,14.948773,-1.4500618,,-2.9059172,
Bulgaria,BGR,2001,,13.983023,-15.935659,7.5640917,3.3847451,,-35.01684,
Bulgaria,BGR,2002,,-7.909232,-11.334962,3.4214735,3.303218,,26.309729,
Bulgaria,BGR,2003,,11.959553,5.6708455,-14.548511,6.85153,,38.058342,
Bulgaria,BGR,2004,,-4.4432044,-2.3636878,-2.690971,-2.6402295,,4.5889735,
Bulgaria,BGR,2005,,-2.0516992,24.677694,10.930717,9.403694,399.99994,36.900246,
Bulgaria,BGR,2006,,1.5399814,3.0400395,4.503298,1.113522,300,-2.282685,
Bulgaria,BGR,2007,,12.501276,0.7784486,-24.880732,-1.4872074,134.99998,-32.18499,
Bulgaria,BGR,2008,,-4.6805916,0.0066399574,7.662368,-3.8514018,159.57448,-1.7397404,
Bulgaria,BGR,2009,,-15.823263,-28.470356,-3.2286763,-9.9043665,94.26229,22.875357,-50
CIS (BP),,2010,3155.932,0.57190657,6.2493324,4.1116595,2.8718472,-12.625003,-0.67827106,11.394691
CIS (BP),,2011,659.0838,5.3444624,3.441143,1.494813,8.778679,28.132034,-1.8862009,5.03999
CIS (BP),,2012,247.70314,4.8128247,-0.7691622,2.4819732,2.8312922,44.477226,0.13570786,-8.334607
CIS (BP),,2013,197.3275,-5.43384,-1.4812291,-2.7674377,-1.051724,16.591417,7.698488,6.0513616
CIS (BP),,2014,841.29803,-2.4301648,0.49877167,4.7775507,3.9535284,494.9862,-3.6144137,15.673304
CIS (BP),,2015,131.73193,1.205039,-1.8811703,8.206272,-4.0721774,161.84146,-2.5859058,-7.066262
CIS (BP),,2016,55.798294,-2.3093283,1.6767025,0.37173033,2.852726,59.212433,9.489346,-5.6583586
CIS (BP),,2017,22.774517,-2.0828009,2.2888541,3.3999443,-0.24270415,15.854144,1.8996954,14.37974
CIS (BP),,2018,21.160877,6.6382647,5.6722283,0.43572187,2.70406,36.593853,1.649332,-1.1744499
CIS (BP),,2019,76.850334,-2.1027029,-1.0803878,2.190256,1.7154694,63.452435,1.6936779,5.2603006
CIS (BP),,2020,101.709274,-6.7877054,-4.088002,3.7053585,-6.3123283,84.51784,5.952215,19.741964
CIS (BP),,2021,20.786535,1.9291043,11.046017,5.096364,5.4495573,84.195114,1.1611342,-0.24357438
CIS (BP),,1966,,3.6433578,11.556614,10.926353,7.0881486,,12.757576,
CIS (BP),,1967,,1.5480518,10.096752,9.207714,8.954775,,-3.5415947,
CIS (BP),,1968,,-0.8720815,7.974899,39.019608,6.5980673,,17.465092,
CIS (BP),,1969,,1.4335871,6.868458,15.937937,6.338382,,10.70838,
CIS (BP),,1970,,-0.82809925,9.882296,20.802916,10.084319,,7.9839587,
CIS (BP),,1971,,2.0221353,9.30792,22.75932,6.015897,,1.3844967,
CIS (BP),,1972,,2.7950287,5.178809,82.52667,8.459783,,-2.5376856,
CIS (BP),,1973,,1.0707974,8.752239,45.52809,7.5078726,,-0.450778,
CIS (BP),,1974,,0.49091578,6.0362697,49.969112,9.8532915,,7.9161406,
CIS (BP),,1975,,2.8464437,9.10821,33.340202,4.828024,,-4.5769873,
CIS (BP),,1976,,-0.10826588,10.0438,33.328175,2.7578115,,7.737303,
CIS (BP),,1977,,1.7962813,7.1512938,33.754204,4.0043354,,8.309579,
CIS (BP),,1978,,-0.6051779,6.637013,2.8059244,6.118381,,15.431857,
CIS (BP),,1979,,0.72381496,6.154859,13.638282,1.7538071,,1.3682842,
CIS (BP),,1980,,-3.044045,3.0659914,23.995543,4.8279524,,6.9264054,
CIS (BP),,1981,,-0.63447356,5.894506,17.809534,0.8718848,,1.5255094,
CIS (BP),,1982,,1.5316486,7.949233,15.117216,-0.73002577,,-6.461787,
CIS (BP),,1983,,0.25652647,7.22512,11.113071,-1.460737,,3.2545805,
CIS (BP),,1984,,-0.9438157,9.114969,29.088306,0.014412403,,12.544775,
CIS (BP),,1985,,-27.425629,-13.911658,-27.269655,-20.615322,,-4.382473,
CIS (BP),,1986,,3.2897234,2.6361585,3.241074,1.2775302,,0.5715132,
CIS (BP),,1987,,1.7154574,5.437565,19.503117,0.24417639,,0.9101391,
CIS (BP),,1988,,-0.70881844,5.385816,8.209753,-0.6104708,,4.0317535,
CIS (BP),,1989,,-3.4210682,2.240467,-1.3673484,0.7783413,,-2.8122783,
CIS (BP),,1990,,-7.047653,0.9434223,-14.081258,0.47729015,,6.066513,
CIS (BP),,1991,,-7.3820534,1.8622756,1.8575549,-3.1057715,,0.103998184,0
CIS (BP),,1992,,-5.8145404,-2.9367268,-0.3592074,-7.2787523,,2.148044,-3.076917
CIS (BP),,1993,,-9.874832,-1.0085464,-0.38110614,-17.414974,,3.0455947,-4.7619104
CIS (BP),,1994,,-10.5137825,-6.072247,-17.915136,-13.377452,,1.6852498,1.6666651
CIS (BP),,1995,,-7.5669584,-2.954793,1.7469287,-11.882126,,-2.6575387,-3.2786906
CIS (BP),,1996,,-3.2481313,1.1676311,11.532569,-12.191868,,-9.758383,-3.3898294
CIS (BP),,1997,,-8.84378,-7.3158026,-0.9268522,-1.3484538,,-0.4838586,0
CIS (BP),,1998,,-5.5888176,3.7786722,-4.5370283,-4.098922,,0.24461746,1.7543793
CIS (BP),,1999,,-0.63094497,1.0371685,17.605555,0.37813187,,2.4332166,0
CIS (BP),,2000,,2.0030499,0.7937908,7.0737004,-0.908947,,2.5920987,36.379314
CIS (BP),,2001,,1.0096192,2.5449395,4.672992,0.6388068,63.15789,4.2585373,44.247795
CIS (BP),,2002,,0.75695515,0.6603956,3.5912275,-2.3172677,100,-4.5937896,51.884304
CIS (BP),,2003,,2.2467017,1.7459154,5.857098,4.1785836,38.709675,-0.77663064,111.07905
CIS (BP),,2004,,-1.9378304,3.4402966,-3.5657048,-0.91456175,-6.859297,9.758223,22.96337
CIS (BP),,2005,,-3.8025558,1.5697956,3.576386,0.124418736,-2.62295,-1.0035992,0.33347607
CIS (BP),,2006,,3.1246662,3.963089,4.5440316,5.4424405,12.8205185,-0.67572594,12.497234
CIS (BP),,2007,,-0.28170943,2.086532,2.2219539,0.0351429,19.318176,2.4314642,-1.8121004
CIS (BP),,2008,,7.7196836,-1.8577337,1.8046737,1.9016504,-22.857141,-8.681429,4.6940804
CIS (BP),,2009,,-8.415169,-4.109889,0.32057762,-4.376018,38.271595,5.129266,6.80207
Canada,CAN,1993,0,-11.214143,6.102097,16.57306,1.2902141,0,2.2334456,7.883537
Canada,CAN,1994,0,6.029272,3.5241127,14.793503,2.1377802,0,1.7509103,19.01598
Canada,CAN,1995,87.179436,4.5275807,3.3430576,-9.263742,4.932511,0,1.8923402,24.504911
Canada,CAN,1996,53.424667,2.054906,1.6909957,-5.1892576,2.4712682,5.084741,6.1463118,5.4729104
Canada,CAN,1997,17.857134,4.51473,1.9697666,-11.036843,3.0633688,0,-1.6673923,8.497095
Canada,CAN,1998,45.454563,6.9128036,-1.6832471,-13.375807,1.931417,0,-5.1077547,10.027086
Canada,CAN,1999,31.249989,-3.8731158,6.8998456,2.7994037,1.9307017,161.29033,4.270816,-0.49075484
Canada,CAN,2000,23.809528,5.8083534,5.973673,-0.94041824,-0.5710423,62.96296,3.4084797,-0.2919078
Canada,CAN,2001,19.230759,3.9231896,-5.8041754,5.350971,2.8202295,24.621212,-7.0745173,8.468127
Canada,CAN,2002,16.129028,0.5820155,4.0745378,-1.5258253,3.7343621,23.100304,5.355191,3.866303
Canada,CAN,2003,0.23149252,-0.24615526,2.6504755,-0.8378923,3.7306428,70.37036,-3.7607253,-6.2592387
Canada,CAN,2004,-37.4134,-5.5360913,-2.1885872,20.688427,4.378593,36.956524,0.67203045,4.111922
Canada,CAN,2005,19.188202,-0.43136477,-0.2596557,1.82935,-2.7519822,65.86821,6.961441,-6.620538
Canada,CAN,2006,23.529398,-3.1324327,-0.5916655,6.4362884,0.8811474,57.7759,-2.5054038,-2.37419
Canada,CAN,2007,23.809528,4.545009,7.5601935,-4.5749307,2.6733994,21.601248,4.1753173,0.59331656
Canada,CAN,2008,34.615387,-4.9719276,-1.1879086,2.715242,-3.479457,25.978148,2.6838183,-11.256838
Canada,CAN,2009,211.42857,-16.451962,-3.0432522,-6.1745763,-2.4541736,75.310196,-2.3312867,12.07037
Canada,CAN,2010,134.45465,2.4660826,2.0557404,0.62924623,4.463029,31.355751,-4.6930313,15.158712
Canada,CAN,2011,123.714615,-9.846902,9.805059,3.232479,0.17027855,16.7853,6.9265723,-0.8135319
Canada,CAN,2012,54.063965,-5.1469088,-1.1210978,1.3604641,1.4126539,11.021304,1.2092471,6.853831
Canada,CAN,2013,70.18369,-2.4745464,6.052065,9.042156,-0.46895742,-1.4679313,3.0299067,1.1159301
Canada,CAN,2014,41.44199,-4.9042883,4.1737437,3.7130713,-0.09305477,14.998304,-2.3705363,-11.23966
Canada,CAN,2015,36.541367,0.5975485,0.44692755,-5.100405,0.24673939,110.39433,-0.08054972,1.959455
Canada,CAN,2016,39.28808,-6.9276037,-4.842818,-0.37323833,-0.25157928,14.70989,0.84751844,13.741053
Canada,CAN,2017,-11.372704,3.992033,4.6820283,-0.12780428,-0.869292,1.8766165,2.3752332,-4.4811907
Canada,CAN,2018,6.2464356,-17.997015,5.209148,-0.56027174,3.5081983,5.175066,-2.2031665,-2.8466582
Canada,CAN,2019,7.4487805,-6.352478,1.4379025,0.46265125,-0.78279376,-0.8112788,-1.0685921,-2.2228181
Canada,CAN,2020,4.917085,-14.217413,-3.435105,-2.966702,-12.4476795,8.414602,1.2506008,-8.9453335
Canada,CAN,2021,20.589935,-8.68724,5.2129626,-5.694008,1.376462,-1.4726698,-1.4742017,3.3099055
Canada,CAN,1966,,-1.9643247,9.479534,34.375,5.3583264,,10.934221,
Canada,CAN,1967,,-0.9227574,6.1934114,-11.046516,6.7690134,,2.2320628,
Canada,CAN,1968,,8.641565,11.3543625,500,6.4564347,,1.6994715,
Canada,CAN,1969,,-3.4535527,11.755109,-42.37473,4.1247725,,10.600591,
Canada,CAN,1970,,7.3634744,10.476101,96.030235,6.6440344,,4.978156,
Canada,CAN,1971,,-4.9503803,6.7352414,311.47546,2.69655,,2.7343392,
Canada,CAN,1972,,-5.6370378,12.478733,68.994606,5.295038,,11.8046875,
Canada,CAN,1973,,2.9901862,6.3454986,111.53793,9.228277,,7.165313,
Canada,CAN,1974,,1.605165,1.0856628,-3.6580563,1.720345,,8.226395,
Canada,CAN,1975,,-2.7127385,3.2667875,-14.466524,-1.341784,,-3.8909793,
Canada,CAN,1976,,18.392956,0.8873224,38.552116,2.434492,,5.0471663,
Canada,CAN,1977,,27.781427,4.8885226,51.25171,0.78287125,,3.5065293,51.202263
Canada,CAN,1978,,-17.772842,0.9555459,18.449629,3.219676,,6.862235,5.8933496
Canada,CAN,1979,,-5.309969,1.5259862,13.040829,3.8800597,,3.7691236,18.816257
Canada,CAN,1980,,21.791994,-0.6278515,7.8279614,-1.781559,,2.878487,-3.345728
Canada,CAN,1981,,2.1039248,-2.9676437,5.3507566,-5.2859664,,5.9196234,46.000004
Canada,CAN,1982,,5.6690097,5.899763,-4.317766,-9.210843,,-3.0900538,12.697577
Canada,CAN,1983,,4.6256185,-4.6394587,26.796568,-5.97229,,3.1641364,-2.5245368
Canada,CAN,1984,,11.389351,11.000383,7.405877,0.94429255,,7.5844526,12.08632
Canada,CAN,1985,,-3.879726,4.8945665,15.918409,0.43565035,,6.123936,-28.241331
Canada,CAN,1986,,-7.3173523,-3.7608325,17.755817,2.2193909,0,2.3020387,11.210489
Canada,CAN,1987,,7.4775457,1.2109995,8.410633,3.2028437,0,1.7934203,23.967827
Canada,CAN,1988,,7.386577,10.057712,7.2559237,5.2663565,0,-2.7738214,7.4826956
Canada,CAN,1989,,-0.21003485,8.103228,-4.2841616,3.8963556,0,-5.524832,39.919518
Canada,CAN,1990,,-5.1440716,-3.067398,-8.644873,-7.5885415,91.9192,1.8018842,13.718724
Canada,CAN,1991,,-3.2024205,0.6910682,16.393805,-5.207199,0,3.9206386,0.75871944
Canada,CAN,1992,,1.8700838,6.003475,-5.1184535,2.6103497,2974.2104,2.5705338,12.073302
Central America (BP),,2006,18.971205,6.857252,,,5.8375716,34.525444,4.7740936,7.6583266
Central America (BP),,2007,1.5412211,8.699549,,,5.7805657,-11.671668,-0.2999425,10.665428
Central America (BP),,2008,0.46271086,4.687977,,,0.35067797,-17.604023,11.890459,3.4133434
Central America (BP),,2009,11.147428,-22.248083,,,-0.99433064,112.73856,-6.0671926,7.7109575
Central America (BP),,2010,38.36819,27.327179,,,1.1045575,23.846567,12.996435,10.226059
Central America (BP),,2011,22.687006,49.98596,,,6.0198903,42.1337,-1.5010417,1.0896802
Central America (BP),,2012,64.51812,30.549585,,,0.9924531,52.24073,6.9594502,12.251449
Central America (BP),,2013,47.93998,30.094385,,,-0.11302829,19.457268,-2.4692118,8.380806
Central America (BP),,2014,325.76974,6.704247,,,3.4109592,55.225075,-1.5673757,6.1549067
Central America (BP),,2015,4506.964,26.595806,,,8.645201,49.73258,4.4202447,2.0537019
Central America (BP),,2016,97.77872,9.536839,,,3.5943985,5.235207,1.7571807,9.640085
Central America (BP),,2017,24.072027,-29.060406,,,1.6302228,-2.724588,18.978119,-3.7581444
Central America (BP),,2018,23.209118,25.650633,,,-5.6725264,38.197433,-1.0306835,8.466697
Central America (BP),,2019,23.36911,36.09767,163.681,,7.483804,-0.7975042,-19.907772,12.371874
Central America (BP),,2020,16.452015,-7.4492397,-25.828808,,-16.177595,-15.625358,24.779272,-3.7130713
Central America (BP),,2021,16.98395,32.678616,-21.083366,,12.891269,9.489727,10.91317,3.561759
Central America (BP),,1966,,400.7633,,,-0.76618195,,10.10325,
Central America (BP),,1967,,40.70122,,,3.9238572,,12.926984,
Central America (BP),,1968,,-26.652224,,,3.1410694,,10.616851,
Central America (BP),,1969,,77.52732,,,3.9148927,,10.7238655,
Central America (BP),,1970,,-66.718254,,-11.764699,3.8649678,,13.351083,
Central America (BP),,1971,,66.00002,,-6.666672,3.76513,,-0.6750107,
Central America (BP),,1972,,336.58432,,73.809525,5.7602644,,6.451893,31.775702
Central America (BP),,1973,,43.331993,,-36.986298,10.144007,,6.5416813,-17.02128
Central America (BP),,1974,,-58.33919,,-43.478264,5.940509,,11.328125,33.333336
Central America (BP),,1975,,-73.541916,,-3.8461566,11.853207,,-6.1999617,116.66665
Central America (BP),,1976,,-39.95633,,-28.000004,4.6340823,,6.0940623,114.20119
Central America (BP),,1977,,105.090904,,-100,6.769681,,0.20881891,-3.4530342
Central America (BP),,1978,,3.191495,,,1.3294816,,36.090042,7.582259
Central America (BP),,1979,,51.030933,,,0.9944439,,21.870518,-14.627653
Central America (BP),,1980,,634.92834,,,-6.691366,,14.444315,6.2469244
Central America (BP),,1981,,-2.1128416,,,-3.2868326,,3.845942,62.600304
Central America (BP),,1982,,-77.29338,,,-0.05145669,,-3.2563806,8.02449
Central America (BP),,1983,,-19.638401,,,-1.4980853,,10.988307,-14.355993
Central America (BP),,1984,,-72.52747,,,1.892972,,12.489307,20.563185
Central America (BP),,1985,,2881.7192,,,1.7895222,,14.489126,-24.259472
Central America (BP),,1986,,3.782773,,,-0.124424696,,16.845917,-8.136696
Central America (BP),,1987,,7.5971603,,,7.476902,,3.8661957,5.781698
Central America (BP),,1988,,-48.59188,,,-3.0449033,,6.5089464,-2.9163718
Central America (BP),,1989,,162.08089,,,4.5243382,,7.949102,32.56985
Central America (BP),,1990,,-29.058748,,,3.2364726,,4.5654655,4.1718483
Central America (BP),,1991,,40.664337,,,9.053432,,-2.7077913,9.363735
Central America (BP),,1992,,-7.9365015,,,13.721204,,-4.771447,36.44688
Central America (BP),,1993,,29.090427,,,6.7285776,,11.465466,-5.46993
Central America (BP),,1994,,1.1916518,,,9.449244,,-3.3922434,-1.6813397
Central America (BP),,1995,,-21.736263,,,10.776281,,-1.321435,3.4128666
Central America (BP),,1996,,150.56992,,,-2.3363054,,15.38645,-0.65189004
Central America (BP),,1997,,-46.13962,,,8.411896,235.15384,-3.4790218,6.404817
Central America (BP),,1998,,3.6684632,,,14.641703,-15.19438,0.65324306,-12.778652
Central America (BP),,1999,,98.043274,,,-1.3670743,55.207157,16.703701,49.518074
Central America (BP),,2000,,194.72194,,,3.072095,75.58293,2.4681926,16.237152
Central America (BP),,2001,,6.1615825,,,7.1187615,2.5403738,-10.763777,8.827198
Central America (BP),,2002,,22.072529,,,-0.24936199,41.739166,5.470705,8.943117
Central America (BP),,2003,,4.4381857,,,4.4790745,-9.472728,4.3576956,6.6109896
Central America (BP),,2004,,6.010306,,,2.1865249,10.950291,6.2527895,4.9048543
Central America (BP),,2005,,-17.795444,,,-0.86266994,-20.79634,7.04906,8.00668
Chile,CHL,2013,1884.9467,12.405992,0.22158623,,-3.5030544,33.470215,-1.2638211,15.256667
Chile,CHL,2014,6689.1504,0.8770108,-17.1979,,-2.8246343,164.75597,15.762461,-27.641117
Chile,CHL,2015,196.50354,-3.955561,9.669495,,0.9706259,46.53306,2.501309,11.548531
Chile,CHL,2016,87.50557,1.4175415,22.635794,,5.9797406,15.945506,-16.64068,20.770025
Chile,CHL,2017,52.766502,3.9753318,-5.099535,,-4.3016376,47.870995,8.303415,10.816288
Chile,CHL,2018,31.385744,-3.487569,0.39311647,,4.428935,-1.0388672,9.570778,22.927523
Chile,CHL,2019,23.082043,0.60408115,15.548027,,1.0203123,36.437153,-8.244371,4.2512536
Chile,CHL,2020,20.866192,-16.006052,-4.2625723,,-8.62937,14.444315,1.308775,-8.429491
Chile,CHL,2021,39.153576,0.5126834,0.5936146,,4.3122888,69.247475,-23.884487,-3.295797
Chile,CHL,1966,,3.0042887,4.4303894,,9.474349,,5.412245,
Chile,CHL,1967,,0,-11.363638,,4.395771,,2.0873308,
Chile,CHL,1968,,0,-14.529914,,5.373311,,-16.216219,
Chile,CHL,1969,,0,31.60001,,6.48396,,12.875175,
Chile,CHL,1970,,6.916666,-0.15197992,,5.562508,,7.0327997,
Chile,CHL,1971,,-3.4294605,1.9786954,,10.772586,,11.655437,
Chile,CHL,1972,,-17.352707,-8.955235,,5.9333324,,19.151592,-13.636362
Chile,CHL,1973,,8.59375,-21.475405,,-4.8212886,,-2.3560226,-10.526318
Chile,CHL,1974,,-5.21583,4.175365,,-4.2726755,,13.744413,-9.803921
Chile,CHL,1975,,-20.11385,13.426865,,-12.841404,,0.3771186,10.869562
Chile,CHL,1976,,0.95010996,9.187281,,6.0145617,,3.303063,43.137253
Chile,CHL,1977,,7.6470733,2.9126167,,2.4478436,,5.6069136,9.589041
Chile,CHL,1978,,-2.513665,-6.6037655,,9.392441,,4.046488,13.750005
Chile,CHL,1979,,10.650229,18.350172,,0.92772245,,2.7168632,3.2966971
Chile,CHL,1980,,10.435653,2.4181962,,1.2094259,,5.679381,11.702132
Chile,CHL,1981,,-0.18348694,-1.5277684,,3.2898426,,3.5446525,4.7619104
Chile,CHL,1982,,-33.363968,3.5260916,,-11.275673,,9.374237,24.545456
Chile,CHL,1983,,19.862068,7.901907,,-2.8684914,,7.841599,51.824833
Chile,CHL,1984,,34.867657,2.272725,,0.049185753,,3.765738,-3.3653855
Chile,CHL,1985,,0.08533001,-0.1234591,,-2.7018726,,10.977435,-2.985078
Chile,CHL,1986,,-5.029845,-8.529043,,6.984997,,6.865406,43.58975
Chile,CHL,1987,,3.0520678,-2.9729784,,4.4630527,,8.393919,-3.2142878
Chile,CHL,1988,,39.372826,40.52925,,10.174168,,-2.0666003,20.664204
Chile,CHL,1989,,35.125004,55.996037,,10.607731,,-16.045547,-1.8348575
Chile,CHL,1990,,20.471786,7.3697686,,5.5675745,,-15.190858,200
Chile,CHL,1991,,-17.84535,17.773129,,11.501921,,46.907795,7.2689533
Chile,CHL,1992,,-13.533979,11.853659,,8.325518,,27.440548,68.73186
Chile,CHL,1993,,0.8918047,3.5473824,,9.010876,,2.850461,0.40160418
Chile,CHL,1994,,17.9461,-3.549707,,7.3958516,,-1.346606,2.057147
Chile,CHL,1995,,7.8076005,-4.1738033,,9.929216,,8.408749,5.207169
Chile,CHL,1996,,38.572037,1.6305566,,6.1826706,,-8.364784,-7.5039864
Chile,CHL,1997,,30.180597,36.06044,,7.558298,,12.265884,0.28768778
Chile,CHL,1998,,-5.911726,38.097168,,2.2256255,,-15.867967,-33.390705
Chile,CHL,1999,,3.1945825,36.602627,,1.1401653,,-14.809674,24.892342
Chile,CHL,2000,,-22.723341,29.104757,,-2.2597194,,40.539146,-5.1724195
Chile,CHL,2001,,-21.542633,13.346052,,-4.8637686,,13.62089,22.399998
Chile,CHL,2002,,0.79345703,0.84991455,,4.363227,0,6.9511056,5.8229327
Chile,CHL,2003,,-4.3887258,8.183932,,-3.4214795,0,-2.5186539,-4.828745
Chile,CHL,2004,,15.833306,8.544397,,6.0245275,-28.571432,-7.227641,19.823002
Chile,CHL,2005,,-1.9964337,-3.2635093,,3.7553668,40.000008,21.966183,-11.866075
Chile,CHL,2006,,24.846708,-7.4596586,,11.133396,0,10.320616,-20.055866
Chile,CHL,2007,,18.689764,-41.05485,,28.698719,59.999992,-20.840614,88.399734
